主题数,困惑度,一致性
2,-8.497962155011102,0.37670388067628524
3,-8.547424301501549,0.3877936325995708
4,-8.626956273743364,0.3858132518496778
5,-8.701521144498171,0.4185602098161749
6,-8.796212066190979,0.43131066840979737
7,-8.925285201808492,0.421679796206412
8,-8.983926711170836,0.4171865472052123
9,-9.12513715207629,0.4488268525719696
10,-9.14918337495674,0.4254529475486234
11,-9.403667822924325,0.4291812997201593
12,-9.455984336296584,0.4312043447166805
13,-9.545757155007086,0.4499325909776575
14,-9.640759378624402,0.42913671465210923
15,-9.782647321171924,0.4260596513614683
16,-9.791788267997557,0.4282089668419359
17,-9.842530476323118,0.44700829931969543
18,-9.886480556494819,0.453662751766473
19,-10.02980132534019,0.4363866608199731
20,-10.15594739203404,0.45219296099849676
