所属主题,文章数量,特征词,主题强度
Topic0,723,废水、核污染、污水、辐射、排放、收起、手机、危害、早安、视频、癌症、核电站、超话、鱼油、发现、支持、喜欢、牛肉、射线、情况、健康、社区、超标、治疗、短剧、国货、安检、请愿、行包、不错、确实、致癌、含量、时间、到达、回复、剂量、食品、损伤、肺癌、物质、相关、接受、放射性物质、人群、人体、放射性、实在、环境、做法、累计、推荐、行李、价格、风险、地震、系统、不到、减少、计划、疾病、消息、发生、水平、皮肤、证据、正式、核辐射、患者、过度、关注、事情、国家、事件、该死、期待、女性、海水、科技、措施、屏蔽、居民、小金、耐晒、禁止、公众、作用、评论、发布、记住、便宜、宫颈癌、包括、市场、人类、地下水、刷到、超过、新闻、报道,0.18496
Topic1,886,污水、废水、支持、排放、人类、国家、视频、收起、核污染、国产、不吃、健康、全球、喜欢、超话、企业、总统、事件、到达、关注、新闻、国际、计划、利益、核电站、社会、表达、链接、弹劾、世界、引发、粉丝、经济、地球、时间、危害、标准、网页、国货、报道、消息、良心、电力公司、发生、理由、国人、用户、日方、抵制、记得、喝喝、水产品、海水、关系、负责、肯定、团队、外国人、生态、没用、卧槽、鲸鱼、认同、风险、核废料、全世界、粮食、医生、员工、博主、排海、核食、太坏、攻击、放在、浪费、国民、海域、阻止、储粮、质疑、指责、辐射、后果、请愿、不到、排出、放心、本子、排入、情况、担忧、投诉、污水处理、治理、可惜、恐怖、海参、高端、危机,0.22666
Topic2,520,废水、粉丝、黄景、辐射、收起、排放、危害、确实、消费者、产品、报道、希望、公司、世界、发现、污水、制裁、事件、量子、愉快、成年人、健康、交代、系统、包括、电磁辐射、请愿、干嘛、演唱会、棕色、超话、交流、防护、关注、国家、热度、功能、时间、媒体、人类、国际、细胞、计算、相关、视频、作用、喜欢、政府、炒作、旗下、风险、物理、公众、领域、摆拍、市场、关系、品牌、企业、汇率、增加、不吃、人体、黄金、技术、产热、情况、环境、政客、改变、过程、支持、理性、小伙伴、汽车、没事、国民、看待、生态、担心、战略、不想、担忧、事儿、发布、效果、精日、自由、值得、科技、脂肪组织、只能、孩子、弹劾、机构、带来、提供、手机、高考、舆论,0.13303
Topic3,593,废水、视频、污水、感觉、国家、风险、肯定、推荐、黄金、品牌、收起、人群、海产品、希望、市场、驾驶、开通、关注、老百姓、癌症、汽车、只能、头像、核污染、排放、危害、国际、评论、事情、建议、抵制、女孩、大爷、选择、下跌、海域、生物、不吃、事实、粉丝、直肠癌、新闻、核电站、辐射、技术、记者、产品、浓度、利润、发现、图片、合适、国际原子能机构、情况、便宜、日本鬼子、高风险、重视、老师、乳腺、乳腺癌、包括、资生堂、现场、交流、禁止、扩散、接受、责任、污染物、激光、企业、彩礼、肺癌、措施、超话、好事、日元、大会、流量、年龄、唤醒、世卫、没错、体检、价格、关心、确实、加息、车险、秸秆、亲属、时间、不让、化妆品、父母、国货、变异、事件、核辐射,0.1517
Topic4,559,污水、废水、排放、储罐、人生、收起、社会、人类、核电站、鬼子、辐射、报道、核污染、健康、到达、国产、世界、全球、发生、腐蚀、信息、环境、油罐车、支持、不行、国家、发现、激光、创始人、计划、汉奸、地震、分享、核辐射、感谢、事件、导致、创新、国际、全世界、放射性物质、累计、相关、专家、儿子、海水、大神、产品、食品、全人类、迹象、加油、数据、市场、专业、创新者、资本、事实、消费者、不用、小米、电力、强度、官方、海域、技术、小鬼子、焊接式、海产、泄漏、淡水、视频、时间、逻辑、团队、科学、地区、包括、思路、手机、发布、网文、事情、关注、电力公司、科技、知识、感觉、不错、关心、漂亮、佛系、事故、邻居、回去、净化、用于、老化、确实、蔬菜,0.143
Topic5,628,废水、支持、关注、社区、超话、收起、市场、癌症、感觉、消费者、危害、数据、朋友、排放、奶茶、逻辑、资本、社会、辐射、不用、好像、品牌、日货、视频、抵制、发现、产品、办法、有没有、创新者、疾病、国家、患者、欺骗、人类、小伙伴、世界、眼睛、人群、间谍、核辐射、旗下、增加、技术、导致、身体、样子、健康、表态、体检、清除、食用油、说话、风险、地球、情况、只能、简单、脑子、商家、系车、报告、肿瘤、过分、结节、选择、方式、理解、黄金、超市、信息、还好、企业、推荐、能力、专家、事件、特供、治疗、时间、方法、销量、厉害、全球、禁止、内容、不到、发生、房价、储粮、没事、节奏、经济、后续、伤害、民族、麻烦、紫外线、小心、战争,0.16065
