情感类别,count,,,,
强烈积极,2168,,,,
积极,54,,,,
比较积极,34,,,,
中立,22,,,,
比较消极,38,,,,
消极,39,,,,
强烈消极,160,,,,
,,,,,
总,2515,,,,
,,,,,
情感类别,数量,占比,强度,数量,占比
积极情绪,2256,89.70%,强烈积极,2168,96.10%
,,,积极,54,2.39%
,,,比较积极,34,1.51%
中立,22,0.87%,,,
消极情绪,237,9.42%,比较消极,38,16.03%
,,,消极,39,16.46%
,,,强烈消极,160,67.51%
