主题数,困惑度,一致性
2,-8.609129682443092,0.5229960205292058
3,-8.595749184471156,0.668279594115296
4,-8.76236745272601,0.5616720186416442
5,-8.656504815463032,0.583702911644743
6,-8.819493933708022,0.5729698132522694
7,-9.01086361357669,0.48555175005385104
8,-9.021158678127987,0.5117710381217239
9,-9.282319961972888,0.4575145446359508
10,-9.441500592185351,0.5213560357900718
11,-9.757796082195043,0.5419179314453415
12,-9.93089669669266,0.4809020530895906
13,-10.111812542639809,0.5555737511246088
14,-10.190290704824939,0.5716170891988248
