主题数,困惑度,一致性
2,-9.143481346194813,0.4991099012809539
3,-9.156625673031174,0.5175187093285181
4,-9.26993680643425,0.4457107791172539
5,-9.262085617387099,0.48056000869305465
6,-9.329184197964842,0.4548629857085705
7,-9.44941540663279,0.443691992778906
8,-9.575401431128379,0.480783153800861
9,-9.793881059198034,0.4852726291376035
10,-10.043979390986998,0.4723953888034737
11,-10.292013882349906,0.46505531515244375
12,-10.463401191524788,0.527286302617557
13,-10.680679749934956,0.5059304885975591
14,-10.858588616646434,0.458759503085429
