主题数,困惑度,一致性
2,-9.373685407165743,0.5042223165991173
3,-9.28303691504977,0.5147574370423171
4,-9.245654586314458,0.5469388864629263
5,-9.236248375361567,0.5631076726999535
6,-9.359138937946295,0.5851763938661704
7,-9.431513053218353,0.6614901202544134
8,-9.629385326207071,0.57121514448531
9,-9.811686614639791,0.6950043718991189
10,-10.080605491070083,0.616900890051244
11,-10.370529087646348,0.6755963818794829
12,-10.529364016750602,0.6473929862213111
13,-10.770759981023593,0.6515652627176295
14,-10.922934968785256,0.6224722775209663
