主题数,困惑度,一致性
2,-9.639680013197447,0.5312935989402067
3,-9.51384454879432,0.5892605435756164
4,-9.479975414598096,0.679133166481455
5,-9.434744864595222,0.7156162685774486
6,-9.50477531341789,0.6305793517779387
7,-9.548818838802811,0.6689996290639796
8,-9.77537386185422,0.6428407206946831
9,-9.968353764459033,0.620098201526991
10,-10.284117807425122,0.7028176304353949
11,-10.611254790187527,0.6707898328486901
12,-10.972986108094972,0.621514969472064
13,-11.26230999072728,0.6062943216564396
14,-11.517747259329893,0.6183860023618067
