主题数,困惑度,一致性
2,-7.755049450794823,0.3108161407981214
3,-7.772538810954453,0.2848897898128649
4,-7.758278305667946,0.3053032151953984
5,-7.824071772931823,0.28429109807216035
6,-7.8009365360770895,0.28922256266059554
7,-7.822602031049189,0.2899111692806792
8,-7.854102761995866,0.2973422326676518
9,-7.91264750911273,0.28970994005586564
10,-7.898714154897529,0.2804422120537038
11,-8.000902350233561,0.29081677165187203
12,-7.993185539695237,0.2779934323005472
13,-8.015693473598544,0.2937300201270634
14,-8.087783518595039,0.2856151198946303
