,电影语言,上映时间,电影类型,热门主演,电影导演,电影持续时间,想看人数,总票房（单位万）
14184,1,2,0,0,0,94,94,13.6
14188,0,0,2,1,0,122,3471,210.0
14189,1,0,2,0,0,105,481,551.9
14216,0,0,0,0,0,82,200,136.5
14217,0,1,0,0,0,84,361,574.6
14236,1,2,2,1,0,91,363,184.9
14248,0,0,3,0,0,91,232,16.8
14257,0,2,7,0,0,110,221,37.3
14321,0,2,2,0,0,138,284945,28200.0
14327,0,0,2,0,0,106,166922,16500.0
14331,1,1,4,1,0,78,7,5673.0
14332,0,0,4,0,0,120,10886,1148.9
14337,0,1,1,0,0,131,339059,58000.0
14340,0,0,0,0,0,113,9,40.0
14348,0,0,2,0,0,93,586,43.8
14352,0,0,2,0,0,90,14068,120.9
14355,1,1,7,0,0,109,3,0.483
14358,0,2,2,0,0,85,4170,606.8
14372,0,0,2,0,0,96,26937,1207.1
14374,0,1,2,0,0,114,57340,2539.9
14378,1,0,2,0,0,133,29830,1704.4
14381,1,0,3,0,0,106,102741,21600.0
14385,0,1,2,0,0,100,6,1.8
14407,1,1,2,0,0,108,17162,1133.8
14408,1,1,0,0,0,99,20854,684.6
14409,0,2,0,1,1,159,1099489,454400.0
14411,0,1,2,0,1,100,320805,131200.0
14436,0,0,2,0,0,131,248033,9780.2
14444,0,0,0,0,0,88,1706,0.7714
14448,1,0,4,0,0,105,4891,668.6
14456,0,0,2,0,0,89,1872,7.1
14475,0,1,3,0,0,120,6011,17.7
14496,0,1,0,1,0,104,42866,2508.9
14498,0,1,3,0,0,120,79455,26500.0
14506,1,1,4,1,0,86,55556,0.0331
14526,0,1,2,0,0,112,2702,451.1
14537,0,0,2,0,0,90,4655,592.0
14541,1,0,6,0,0,109,24799,446.0
14549,0,0,0,0,0,110,641,138.9
14550,0,2,4,0,0,99,17999,3061.4
14562,0,2,2,0,0,132,1819,51.4
14565,0,1,2,0,0,103,8187,70.2
14567,0,0,2,0,0,107,459,10.4
14571,1,1,4,1,0,98,133532,22300.0
14573,0,0,2,0,0,110,384,25.2
14575,0,0,4,0,0,81,3349,2204.0
14586,0,0,0,0,0,80,10322,2344.1
14590,1,2,4,0,0,164,26894,6193.7
14591,0,0,7,0,0,101,155466,3055.8
14593,0,0,4,0,0,104,21,5610.2
14597,0,1,0,0,0,87,4563,162.4
14600,0,0,2,1,0,112,267965,70000.0
14606,0,0,2,0,0,110,9866,1657.6
14620,0,0,0,0,0,92,502,0.0509
14621,0,1,3,0,0,123,413019,569400.0
14629,0,0,0,0,0,85,629,1.4
14633,0,0,0,1,1,86,155821,17300.0
14636,1,0,2,1,0,127,103395,11800.0
14638,0,1,4,0,0,93,182,3089.3
14639,0,1,2,0,1,100,4,5.8
14650,0,2,2,1,0,104,12426,1355.8
14652,0,0,0,0,0,90,3646,260.6
14658,1,0,4,0,0,104,13706,1904.8
14667,0,0,2,0,0,94,403,8.9
14674,0,0,0,0,0,98,26908,333.6
14678,0,0,4,0,0,75,7674,4705.6
14683,0,0,0,0,0,86,17215,209.0
14687,0,0,0,0,0,98,189701,838.7
14690,0,1,2,0,0,147,221884,87799.99999999999
14693,0,1,4,0,0,88,360,6.8
14694,0,0,0,0,0,126,852,5.7
14700,0,0,2,0,0,90,157050,6505.4
14703,0,0,4,0,0,91,0,53.6
14704,0,1,2,0,0,97,11183,2555.3
14708,0,0,0,0,0,85,9632,240.3
14715,0,2,3,0,0,90,1949,23.6
14718,0,0,6,0,0,90,33536,575.8
14729,1,0,2,0,0,125,10760,153.2
14763,1,0,7,0,0,129,94274,59000.0
14765,1,1,3,1,1,150,532878,155100.0
14777,1,1,0,0,0,107,38572,1395.0
14785,1,0,0,0,0,113,18213,10300.0
14790,0,2,8,1,0,106,209056,22900.0
14795,0,0,3,0,0,93,53107,17100.0
14800,1,0,4,1,0,97,123045,51200.0
14801,1,1,0,1,1,125,247251,48800.0
14804,0,0,5,0,0,91,5984,108.9
14806,0,1,2,0,0,96,2849,47.8
14811,0,0,6,0,0,83,7106,525.7
14812,1,2,0,0,0,105,8089,1147.0
14822,0,1,0,0,0,106,197,686.7
14825,1,0,1,0,1,134,192794,39800.0
14832,0,1,2,0,0,99,1614,113.7
14833,0,2,0,0,0,90,12785,4465.4
14835,0,0,2,0,1,104,54493,13100.0
14836,1,1,2,0,0,92,119915,1480.4
14843,0,0,2,0,0,116,1967,1408.6
14848,0,1,4,0,0,86,7676,2003.2
14849,1,2,1,0,0,90,35851,4752.5
14864,1,0,1,0,0,119,232858,34600.0
14868,0,0,2,0,0,91,8897,11.3
14874,1,0,3,0,0,135,3933,21300.0
14877,0,0,2,0,0,96,977,194.4
14881,1,0,3,1,0,142,30601,58500.0
14882,0,0,7,0,0,102,10641,14.1
14891,0,1,2,0,0,100,1681,871.0
14892,0,1,4,0,0,104,275810,88699.99999999999
14898,0,2,2,0,0,108,273,6.0
14906,0,0,2,0,0,99,47,0.0424
14916,0,2,0,0,0,83,861,0.3895
14919,1,0,0,0,0,112,5,4830.0
14924,0,0,2,0,0,107,4800,2262.6
14928,1,0,0,0,0,77,11111,1792.5
14930,0,0,2,0,0,95,992,2.3
14931,0,0,0,0,0,97,223,51.6
14940,0,1,0,0,0,89,67296,1313.8
14943,0,0,5,1,0,91,7174,14200.0
14946,0,2,2,0,0,90,4666,73.5
14947,0,0,2,0,0,93,5675,61.2
14952,0,0,0,0,0,105,445,303.8
14963,1,0,7,0,0,96,2,201.0
14967,0,0,2,1,0,155,580737,317000.0
14982,0,2,0,0,0,57,0,0.05
14986,0,1,0,0,0,94,132466,2199.7
14987,0,0,0,0,0,104,2400,320.0
14997,0,1,2,0,0,111,17731,1160.9
15009,0,1,2,0,0,92,132,0.4775
15014,0,2,0,0,0,85,94,16700.0
15022,1,0,3,1,0,110,30336,3533.1
15024,1,0,3,1,0,107,393571,187000.0
15032,0,0,2,0,0,98,5360,87.4
15043,0,1,4,0,0,113,8488,1100.6
15048,0,2,3,0,0,116,266547,45599.99999999999
15049,1,1,7,0,0,98,199467,13600.0
15056,0,0,2,0,0,115,586,1253.2
15061,0,0,2,0,0,118,13483,183.6
15073,0,0,2,0,0,97,154,136.7
15075,0,1,7,0,0,96,1376,27.6
15083,0,0,0,0,0,80,9486,636.0
15088,1,2,0,0,0,123,12464,2076.3
15091,0,0,2,0,0,100,480,54.5
15103,0,2,2,0,0,104,641292,16700.0
15110,0,0,2,1,0,91,23541,25.7
15113,0,2,0,0,0,90,20590,327.6
15115,1,0,2,0,0,91,3055,114.9
15116,1,0,3,1,0,137,85893,73000.0
15123,0,1,3,0,0,90,15727,49.9
15124,0,1,2,0,0,90,4863,0.1253
15126,0,0,2,0,0,90,2069,35.1
15129,0,0,4,0,0,92,911,281.1
15132,0,0,3,1,0,126,212260,21000.0
15134,0,1,2,0,1,129,474882,132800.0
15139,0,0,0,0,0,79,22159,337.4
15142,0,2,2,0,0,83,2509,1.3
15144,0,2,0,0,0,99,361345,97700.0
15145,0,0,2,0,0,90,3465,19.2
15149,0,0,7,0,0,106,11525,351.3
15150,1,0,2,0,0,101,558,24.4
15152,0,0,2,0,0,132,41,16800.0
15160,1,2,0,0,0,169,215843,9177.2
15161,0,1,2,0,0,88,1565,26.3
15168,0,0,2,1,0,117,90982,5647.2
15171,1,0,3,0,0,113,43917,24800.0
15174,0,1,0,0,0,89,3301,550.7
15176,0,2,0,0,0,93,12,5.6
15179,1,0,2,0,0,94,842,42.7
15180,0,0,0,0,0,109,3767,304.3
15201,0,1,0,0,0,88,3473,73.8
15206,0,0,4,0,0,106,30559,403.9
15214,0,0,7,0,0,123,31487,8.0
15225,0,2,3,0,0,105,12577,109.9
15237,0,0,2,0,0,91,514,32.0
15239,0,1,4,1,0,94,10446,15.5
15241,0,0,2,0,0,98,2241,0.5737
15248,0,2,0,0,0,94,5438,107.0
15249,0,0,0,0,0,91,909,21.1
15262,1,0,0,0,0,94,128587,11800.0
15272,0,0,2,0,0,95,267,2.0
15274,0,0,2,0,0,99,21142,323.7
15283,1,1,4,1,0,134,39798,15400.0
15287,0,0,8,0,0,96,25070,1103.2
15289,1,0,9,0,0,89,26562,275.3
15290,1,1,4,0,0,100,67728,20000.0
15292,0,2,2,0,0,97,402,20.5
15294,0,2,0,0,0,89,19,12400.0
15296,0,1,6,0,0,90,17285,521.8
15300,1,1,2,0,0,138,20524,609.2
15301,0,0,4,1,0,98,11588,5446.6
15303,0,2,5,0,0,132,254277,45100.0
15305,1,0,0,1,0,83,11592,1609.2
15310,0,0,2,0,0,130,34229,34400.0
15320,0,0,3,0,0,102,18233,4308.7
15322,1,0,2,0,0,109,3110,244.3
15340,0,1,2,0,0,100,0,178.5
15348,0,1,0,0,0,109,337,37.1
15353,0,0,0,0,0,101,157,1.1
15358,0,1,0,0,0,84,12704,6538.5
15360,1,1,0,0,0,92,5590,905.2
15363,1,0,2,1,0,92,4116,1445.8
15364,0,1,3,0,0,110,183931,30400.0
15368,0,0,4,0,0,95,89252,16900.0
15371,0,0,0,0,0,80,11630,829.2
15376,0,0,0,0,0,88,610,19.6
15377,0,1,4,1,0,118,177876,9497.2
15385,0,1,0,0,0,82,6417,244.4
15396,0,2,0,0,0,84,8312,38.3
15398,1,2,3,0,0,142,128988,31500.0
15407,0,2,2,0,0,108,2228,50.3
15409,0,2,4,0,0,112,329829,86400.0
15413,0,0,8,0,0,97,371,0.6458
15415,0,0,2,0,0,133,7186,777.3
15420,1,1,0,1,0,103,25,11700.0
15428,0,1,5,0,0,84,3227,3.8
15430,0,0,4,0,0,100,3574,2154.8
15432,1,0,0,1,0,101,342825,20400.0
15441,1,1,7,0,0,135,134084,4762.2
15457,0,2,2,0,0,91,6840,166.3
15460,0,0,2,0,0,104,28260,3233.1
15462,0,0,2,0,0,102,3924,191.9
15464,0,1,2,0,0,101,227783,18000.0
15468,1,0,2,0,0,117,144438,6520.6
15473,0,0,0,0,0,120,13,1500.0
15475,0,2,2,1,0,109,184382,22300.0
15476,0,1,6,0,0,94,50,5808.5
15483,0,0,4,0,0,102,12413,632.5
15488,0,1,0,0,0,73,8175,375.7
15508,0,2,5,0,0,97,47362,619.0
15513,0,1,6,1,0,123,515691,100299.99999999999
15514,0,1,0,0,0,98,368245,70200.0
15522,0,2,0,0,0,97,8385,43.5
15525,0,1,2,0,0,135,3896,11200.000000000002
15532,1,0,2,0,0,118,2815,2079.1
15540,0,0,2,0,0,111,29385,17200.0
15548,0,0,2,0,0,89,6214,338.0
15550,0,1,2,0,0,115,160038,1184.5
15570,0,0,4,0,0,98,339,0.8017
15577,1,2,4,1,0,105,12265,567.4
15581,0,0,3,0,0,150,310711,60600.0
15583,1,0,3,1,0,125,47907,3006.1
15588,0,0,2,0,0,90,1223,2.2
15596,0,1,2,0,0,107,218,1.7
15597,0,0,7,0,0,105,467876,38100.0
15599,0,1,2,1,0,122,3675,11700.0
15604,1,1,4,0,0,109,61564,13700.0
15605,0,0,2,0,0,102,6053,168.1
15609,0,2,2,0,0,87,98,0.1997
15613,0,1,4,0,0,92,12651,370.6
15618,0,0,2,0,0,108,1929,599.0
15625,0,0,0,0,0,86,1882,20.1
15633,0,2,2,0,0,110,76040,201.5
15637,1,1,3,1,0,112,14626,2014.1
15638,0,0,0,0,0,87,11695,48000.0
15643,0,0,4,1,0,86,3918,146.7
15648,0,0,0,0,0,93,391,1.3
15652,0,1,2,0,0,93,19,2.9
15660,1,0,0,0,0,88,3045,1151.3
15661,0,0,2,0,0,90,0,7.6
15665,1,0,2,0,0,131,38327,72200.0
15666,0,0,2,0,0,108,25160,439.1
15668,0,0,0,1,0,95,242707,11399.999999999998
15671,0,0,0,0,0,82,40010,389.6
15673,1,1,4,1,0,90,68600,6549.0
15677,0,0,0,0,0,30,460,73.7
15682,0,0,2,0,1,100,1345,1112.8
15684,0,2,4,0,0,88,260,366.0
15692,0,0,2,0,0,102,66587,1500.3
15694,0,0,0,0,0,122,1038,584.0
15696,0,0,4,0,0,91,1245,19.0
15707,0,0,6,0,0,120,35914,5425.6
15708,0,0,2,0,0,130,31984,1176.7
15714,0,1,0,0,0,83,2487,2783.2
15716,0,0,0,0,0,84,9292,265.7
15733,1,0,4,0,0,114,14121,149.9
15743,1,0,0,0,0,81,6114,2143.8
15746,0,0,2,0,0,108,4476,1033.3
15747,0,0,0,0,0,78,24562,661.9
15752,0,0,2,0,0,109,196090,7713.4
15753,0,1,2,0,0,98,0,4.7
15761,1,2,4,1,0,99,29597,4681.7
15781,1,1,0,1,0,136,4926,254.4
15788,0,0,0,0,0,122,124740,112700.0
15802,0,1,2,0,0,104,181876,14800.0
15805,0,1,4,1,0,82,12598,1592.4
15807,1,0,7,1,1,128,48343,36800.0
15814,0,2,7,0,0,107,1975380,69500.0
15827,0,0,9,0,0,137,9927,419.0
15837,0,2,0,0,0,93,8539,260.9
15839,1,0,2,0,0,116,122484,37600.0
15841,1,0,3,0,1,169,40,8230.0
15850,1,0,2,0,0,91,136814,22000.000000000004
15851,0,2,2,0,0,118,6976,266.8
15861,0,1,0,0,0,80,15494,1323.8
15867,0,0,0,0,0,83,7783,292.3
15868,0,0,0,0,0,90,20985,1385.6
15871,0,0,4,0,0,98,50701,3021.4
15874,0,2,4,0,0,110,2813,16.5
15875,0,0,0,0,0,106,20184,377.0
15876,0,0,0,0,0,97,1847,496.6
15881,1,2,2,0,0,106,1339,102.8
15890,1,1,0,0,0,87,11512,74.9
15896,0,2,4,0,0,88,5154,2.4
15899,1,0,4,0,0,92,30719,3660.9
15902,1,0,2,0,0,102,12851,2948.6
15904,1,1,2,0,0,94,60710,1352.6
15907,0,0,2,0,0,122,336,20.1
15908,1,0,1,0,0,128,23937,4488.7
15911,0,0,2,0,0,121,9186,43.3
15918,0,2,2,0,0,95,648,1.7
15921,0,0,2,0,0,114,35256,11499.999999999998
15923,0,0,0,0,0,103,667,11.9
15926,1,2,2,0,0,96,209,30.8
15927,0,2,0,0,0,104,54816,24900.000000000004
15935,1,2,2,0,0,98,2656,246.0
15939,0,0,5,0,0,116,394616,38200.0
15941,0,1,2,0,1,103,2371,1701.6
15945,0,0,2,0,0,110,11050,2088.0
15951,0,1,0,0,0,80,103,0.8935
15952,1,1,3,1,0,127,380919,72200.0
15954,1,2,4,0,0,100,587,20.8
15960,0,0,0,0,0,78,1588,521.6
15970,0,2,2,0,0,100,0,0.0499
15973,1,0,0,1,0,91,392845,43499.99999999999
15976,0,0,4,0,0,97,3583,1368.7
15978,0,0,2,0,0,86,457,111.5
15990,0,1,1,0,0,124,37931,2082.7
16000,0,0,2,0,0,90,7160,185.5
16005,1,0,2,0,0,120,15693,14900.0
16010,0,2,7,0,0,104,5835,19900.0
16012,1,0,3,1,0,138,482982,77400.0
16017,0,1,3,1,0,141,168928,4984.0
16028,0,1,7,0,0,93,313045,15600.0
16038,0,0,2,0,0,100,45714,110.4
16041,0,0,2,0,0,88,25,495.8
16044,0,0,7,0,0,94,25710,104.9
16053,1,0,3,1,0,128,60608,23400.0
16061,1,0,0,0,0,125,41760,4823.2
16071,0,0,7,0,0,89,383,4.4
16072,0,0,3,0,0,95,4019,678.2
16074,1,2,2,0,0,130,13862,1713.6
16087,1,1,9,1,0,123,31630,48099.99999999999
16097,0,2,2,0,0,107,23120,1566.3
16105,0,0,6,0,0,80,2946,229.2
16106,0,1,2,0,0,99,429,0.7623
16111,0,0,4,0,0,90,1760,110.8
16112,0,2,2,0,1,111,13623,6301.7
16113,0,1,0,0,0,88,130,106.3
16116,1,0,2,1,0,93,48464,3778.8
16131,0,0,2,0,0,94,0,2.1
16135,0,0,2,0,0,124,38917,9606.3
16136,0,0,0,0,0,120,74203,58800.0
16144,0,2,0,0,0,88,681,0.035
16147,0,0,3,0,0,134,61607,8232.4
16151,1,1,2,0,0,120,8338,5878.1
16153,0,1,0,0,0,79,1069,56.2
16167,0,0,4,1,0,116,370255,72700.0
16168,0,1,8,0,0,96,4,0.499
16177,1,0,3,1,0,148,567624,124300.0
16185,0,0,2,0,0,91,596,3.6
16187,0,0,0,0,0,0,88,1347.6
16190,1,0,2,0,0,117,32987,686.0
16195,1,0,3,0,0,143,23,2700.0
16207,0,0,2,0,0,129,307383,78500.0
16215,0,2,4,0,0,99,31956,10500.0
16219,0,0,0,0,0,81,7,0.4321
16222,0,2,6,0,0,86,2139,740.7
16223,0,0,7,0,0,99,332288,13900.0
16226,0,0,4,0,0,93,335,31.7
16228,0,0,2,0,0,120,154657,15000.0
16240,0,0,6,0,0,89,7416,524.8
16243,0,0,2,0,0,90,62,12.2
16245,0,1,2,0,0,114,43836,4078.2
16249,0,0,8,0,0,119,39318,8352.7
16252,0,1,7,0,0,124,72152,52000.0
16275,0,0,0,0,0,92,113,50.2
16278,0,1,0,0,0,85,23,0.8142
16279,0,0,2,0,0,115,196649,4204.5
16283,0,1,0,0,0,89,31626,7075.7
16285,0,0,8,0,0,100,393351,20499.999999999996
16297,1,0,3,0,0,135,1573,7191.3
16302,0,0,2,0,0,91,1653,681.4
16312,1,0,0,0,0,120,9,5547.0
16346,1,1,3,0,0,130,9,11200.000000000002
16354,0,1,4,0,0,93,5776,770.3
16363,1,1,5,0,1,138,3,14500.0
16364,0,0,0,0,0,90,198,10.5
16373,0,0,2,0,1,102,51,19.7
16376,0,0,9,0,0,90,1968,229.1
16379,0,0,4,0,0,89,301,8.4
16381,0,0,2,0,0,103,6019,2501.7
16390,0,1,3,0,0,112,49291,6471.5
16392,1,2,1,0,0,85,23720,395.1
16406,1,0,4,1,0,92,54423,5667.0
16408,0,0,2,0,0,95,12064,74.7
16411,0,1,4,0,0,86,43480,1213.4
16415,0,1,0,0,0,92,11419,99.9
16424,0,0,0,0,0,92,487,5.0
16444,0,1,2,0,0,94,46500,764.2
16446,0,0,3,0,0,111,337907,63300.0
16451,1,0,2,0,0,101,44007,60700.0
16454,0,2,2,0,0,114,1509,2161.2
16456,0,0,1,0,0,80,10950,2223.4
16461,0,1,2,0,0,95,4409,6217.8
16462,0,0,8,0,0,101,72069,3939.4
16465,0,1,7,0,1,119,2,15600.0
16469,0,1,1,0,0,80,44568,7762.0
16471,0,1,2,0,0,120,16,0.4042
16475,0,0,7,0,0,104,44781,1726.5
16482,1,0,0,0,0,128,22873,11000.000000000002
16483,0,0,2,0,0,91,112971,4398.4
16484,0,0,0,1,0,101,167173,31500.0
16486,0,0,0,0,0,84,558,120.6
16488,0,0,4,0,0,94,1198,31.7
16491,0,0,2,0,0,87,7,1.6
16497,1,1,0,1,0,82,6051,21.0
16505,1,0,2,0,0,100,2056,93.8
16507,0,0,0,0,0,94,0,0.0985
16527,0,0,8,0,0,101,1592,3.7
16543,0,0,5,0,0,83,12477,564.1
16556,1,0,0,0,0,104,6462,21.3
16561,0,0,2,0,0,85,1213,67.3
16563,0,1,2,0,0,102,827,106.4
16564,0,1,2,0,0,111,2295,151.0
16568,0,2,0,0,0,90,9115,17.2
16573,1,1,9,1,0,89,26278,870.7
16576,1,0,2,0,0,124,16241,785.6
16590,0,1,4,0,0,101,81189,13300.0
16594,0,2,4,1,1,119,78413,9927.8
16596,0,1,7,0,0,88,671,22.3
16601,1,0,3,1,0,124,105,17500.0
16607,1,0,1,0,1,117,27613,14300.0
16609,1,1,3,0,0,134,634471,143400.0
16615,0,0,2,0,0,90,5597,151.4
16620,0,0,2,0,0,89,4,5.0
16631,0,0,4,0,0,109,5016,0.2957
16632,0,0,2,1,0,108,136287,11399.999999999998
16636,0,0,2,0,0,112,416121,6183.0
16640,0,0,4,0,0,92,15727,154.8
16651,0,2,2,0,0,98,6416,233.8
16653,0,2,4,1,0,96,41750,8903.0
16665,0,1,6,0,0,90,11804,399.3
16680,1,0,3,0,0,98,151410,33800.0
16685,1,1,3,1,0,142,122585,61000.0
16695,0,1,0,0,0,90,1522,504.0
16704,1,0,2,0,0,124,649,10700.0
16716,0,1,4,0,0,97,25888,6571.1
16741,0,1,0,1,0,110,172114,503500.0
16745,0,2,4,0,0,103,37040,7860.1
16747,0,2,2,0,0,101,158,42.3
16759,0,0,0,0,0,82,4158,505.7
16760,0,0,2,0,0,90,489,2.0
16774,0,1,1,0,0,96,8035,86.2
16777,0,0,0,0,0,119,1663,23.8
16782,0,0,2,0,1,116,235987,62800.0
16788,0,2,2,0,0,99,252149,6908.7
16822,0,2,0,0,0,95,832,290.2
16826,0,0,4,0,0,93,476,202.2
16828,0,0,2,0,0,89,80,41.4
16856,0,0,4,0,0,90,827,235.1
16905,0,0,4,0,0,90,2874,7022.1
16909,0,1,0,0,0,100,19,45.4
16918,0,0,6,0,0,142,741,1811.4
16924,1,0,3,0,0,98,5172,20099.999999999996
16993,1,0,3,0,0,93,390,561.2
17009,1,1,0,0,0,92,978,1238.9
