word,counts
sanxingdui,341
bronze,248
morning,178
site,152
pit,128
relic,126
head,93
cultural,93
mask,78
ancient,77
unearthed,75
gold,75
excavated,67
china,67
museum,67
bird,63
shu,63
chinese,62
people,61
day,59
ago,56
time,54
shaped,52
sichuan,52
jade,51
tree,49
dynasty,47
sacrificial,44
artefact,41
human,40
archaeological,39
tiger,38
culture,38
friend,38
sacred,37
pottery,37
excavation,37
shape,36
video,36
discovery,36
vessel,34
figure,34
artifact,34
ruin,34
eye,33
photo,33
statue,31
dragon,30
piece,30
discovered,29
happy,29
weekend,28
restoration,26
pattern,26
coming,26
archaeologist,25
silk,25
guess,24
civilization,23
ware,23
nice,23
ritual,22
ivory,22
guanghan,21
zun,21
province,20
stone,20
visit,20
friday,20
monday,20
sun,19
colour,19
top,19
shang,19
kneeling,19
river,18
treasure,18
object,18
wide,18
hall,17
century,17
dating,17
national,17
body,16
ornament,16
holding,16
including,16
profile,16
jinsha,15
animal,15
festival,15
largest,15
spring,15
picture,15
story,14
age,14
golden,14
daily,14
symbol,13
standing,13
