word,counts
sanxingdui,383
bronze,259
morning,179
site,164
relic,147
pit,131
cultural,119
head,94
mask,85
ancient,85
museum,79
gold,78
china,76
unearthed,75
shu,72
excavated,68
chinese,65
day,63
people,63
bird,63
sichuan,61
time,58
ago,57
shaped,55
jade,53
tree,50
dynasty,48
culture,47
sacrificial,46
archaeological,45
video,42
human,42
pottery,41
artefact,41
friend,39
ruin,38
sacred,38
discovery,38
tiger,38
artifact,37
shape,37
excavation,37
eye,36
figure,35
vessel,34
discovered,33
photo,33
piece,32
civilization,31
statue,31
dragon,30
happy,30
archaeologist,29
restoration,28
weekend,28
coming,27
ware,27
pattern,26
ivory,25
guess,25
silk,25
visit,24
nice,23
century,22
province,22
guanghan,22
top,22
ritual,22
stone,21
zun,21
sun,20
hall,20
colour,20
friday,20
monday,20
treasure,19
shang,19
kneeling,19
jinsha,18
dating,18
river,18
object,18
wide,18
watch,17
including,17
national,17
story,16
daily,16
body,16
ornament,16
holding,16
profile,16
mysterious,15
golden,15
experience,15
meet,15
age,15
spring,15
festival,15
don,15
