主题数,困惑度,一致性
2,-7.046488250425433,0.414074498116475
3,-7.132897364713001,0.3063064351743369
4,-7.26533166622212,0.2866744530432059
5,-7.319030815830975,0.32643986976536254
6,-7.204778828695526,0.41092630406005437
7,-7.481407866502075,0.33288270401151526
8,-7.411120637449619,0.33740978109546893
9,-7.682709633066419,0.29497401647496624
10,-7.697517049521128,0.350383140184484
11,-7.715480395389561,0.45776719588772785
12,-7.797228970008489,0.31562951845201276
13,-7.698518111715653,0.3535183306759851
14,-8.15659719801623,0.29297570782129956
