主题数,困惑度,一致性
2,-6.710336366744219,0.41082178382336465
3,-6.812062655379039,0.3894861693207489
4,-6.918466077638191,0.3791509852602641
5,-7.027065924209176,0.37263753804853905
6,-7.011069014610682,0.36407454979382775
7,-7.134317719141403,0.3436420934450454
8,-7.1909947285955855,0.3521522609123492
9,-7.307810292521794,0.3503809801637328
10,-7.299925264044183,0.34718641765479125
11,-7.335069487482421,0.3556539364247375
12,-7.357734261968599,0.33649433395077527
13,-7.319505914669752,0.3345119448037354
14,-7.501366070328831,0.3333580014058234
15,-7.395650636653402,0.3441144786071453
16,-7.38369900358479,0.3425753683404948
17,-7.524809487927554,0.3940918634020146
18,-7.575717674243924,0.36468350309699127
19,-7.61191958258446,0.34373101214158874
20,-7.510227768842564,0.39551989809040267
