word,tfidf
钟薛高,447.7043917878694
雪糕,282.04471034707865
刺客,131.296960829599
好吃,108.5343669371867
真的,96.00523236122375
不化,68.95128077224706
价格,63.58854925328867
冰柜,61.67948894469093
布丁,53.51717733460014
融化,47.612728161257266
产品,46.38335280277541
一根,43.59063830260039
哈根达斯,41.84307224051613
品牌,41.648927319020196
喜欢,39.836195341243965
不吃,38.460672635852454
营销,38.31184651312002
没化,37.14171575395887
冰淇淋,37.042714606350465
雪莲,36.83892623954482
成本,36.7132672616286
味道,36.290006654132235
难吃,34.997035069629334
冰棍,34.24523027320845
倒闭,32.2211429250905
网友,31.013866095033514
卡拉胶,29.779867810032027
没吃过,29.233773590532607
感觉,28.859733685455165
添加剂,27.35161438550844
东西,27.236440663780456
消费者,27.15990370552841
老板,26.160644011479288
制作,25.68306365286661
有人,25.373612002922012
冰箱,25.314478198538488
口味,25.074040552253614
吃不起,24.739813341121337
夏天,24.44179686694433
高温,24.37168315297795
市场,23.891786852114286
1小时,23.570051901818054
回应,23.451294244812793
确实,23.422690226396114
反正,22.987030013250088
质量,22.821472058837973
安倍,22.815753521970002
便宜,21.979329274886695
添加,21.945456191159533
高价,21.688992460724688
