word,tfidf
钟薛高,208.86953738930964
雪糕,110.40530257333724
冰淇淋,57.23276311763
好吃,54.15297303217399
真的,48.088657281341646
难吃,46.77428058132967
刺客,44.7155768977563
系列,32.59708881506032
切糕,31.650142344304413
冰棍,27.136476375242594
八喜,26.91958367984595
口味,22.462243995618056
到手,22.223495171410452
冰柜,21.62976924386122
一半,21.598002314857595
价格,21.24508819327095
味道,20.012094576932316
视频,19.663790056079446
博主,19.33162386339519
夏天,18.043072086232577
牌子,16.033577205368257
凑单,15.594358382177719
评论,15.422671048117502
今晚,14.508532432942415
海盐,14.389592697755624
目标,14.33578171741949
牛乳,14.149498444261134
冰箱,14.116120403183393
低糖,13.318437936508918
叠加,12.997189358547432
有何,12.958307348108603
感恩,12.809176460009605
清醒,12.718120022463074
顶级,12.55556243613116
便宜,11.88864725808543
小清欢,11.741917761702434
确实,11.707204311272509
一根,11.705550592010077
还好,11.550245641066352
丝绒,11.446159346286239
冰激凌,11.399598315340208
草莓,10.97539554028036
高蛋白,10.799699802125536
梦龙,10.674122695839213
哈根达斯,10.646690357227964
少年,10.610387993595578
快乐,10.396209303482626
一支,10.385347895725344
自由,10.190376587879328
怨种,10.169144058808357
