内容,主题概率,主题类型
超级 好看 尺寸 刚刚 超级 好看 害怕 好看 犹豫 使劲 借着 双十 质量 舒服 加厚 毛毛 软和 不扎,"[(0, 0.45523942), (1, 0.52234674), (2, 0.022413867)]",1
尺码 合适 合适 宽松 刚刚 款式 类型 好看 材质 类型 褶皱 上身 效果 上身 好看 薄厚 程度 秋冬季 外套 刚刚,"[(0, 0.966286), (1, 0.016671669), (2, 0.017042292)]",0
身高体重 尺码 合适 合适 款式 类型 米色 上身 效果 入手 材质 类型 舒服 穿着 柔软,"[(0, 0.95547605), (1, 0.021544253), (2, 0.022979718)]",0
终于 收到 宝贝 东西 价美物廉 谢谢 掌柜的 掌柜 态度 专业 热情 有问必答 回复 很快 回答 宝贝 收到 包装 完整 打开 惊喜 宝贝 想象 竖起 大拇指 下次 再来,"[(0, 0.16302642), (1, 0.8243191), (2, 0.012654487)]",1
终于 收到 宝贝 东西 价美物廉 谢谢 掌柜的 掌柜 态度 专业 热情 有问必答 回复 很快 回答 宝贝 收到 包装 完整 打开 惊喜 宝贝 想象 竖起 大拇指 下次 再来,"[(0, 0.16303726), (1, 0.8243083), (2, 0.012654478)]",1
这件 卫衣 质量 确实 不错 材质 舒服 暖和 秋天 合适 冬天 太行,"[(0, 0.8073296), (1, 0.16291703), (2, 0.029753383)]",0
休闲 时尚 面料 柔软 舒适 穿着 舒服 料子 穿着 舒适 尺码 合适 衣服 帅气 推荐 合适,"[(0, 0.9565023), (1, 0.021492528), (2, 0.022005208)]",0
衣服 颜色 质量 做工 版型 不错 修身 款式 大方 时尚 面料 柔软 舒服 美美 满意 购物 值得 推荐 谢谢 老板 下次 喜欢 回购,"[(0, 0.361124), (1, 0.6231024), (2, 0.015773578)]",1
面料 舒服 合适 俩件 衣服 都行 宽松 一点 不显 估计 回购 特别 满意 加绒 舒服,"[(0, 0.75365686), (1, 0.2203319), (2, 0.026011227)]",0
产品 总体 不错 选择 整体 造型 简洁 大气 材质 感觉 不错 用料 不错 尺寸 合适,"[(0, 0.33370322), (1, 0.64177525), (2, 0.024521563)]",1
外观设计 漂亮 尺寸 大小 合适 包装 仔细 完整 宝贝 手感 不错 感觉 发货 速度 服务态度 一流 好评,"[(0, 0.8095132), (1, 0.17058729), (2, 0.019899478)]",0
细节 完美 整体 真的 不错 性价比 下次 光顾 心仪已久 果断 下手 感觉 不错 正品 快递 名副其实,"[(0, 0.33731174), (1, 0.13383794), (2, 0.5288503)]",2
好评 模板 大佬 不想 产品 好评 特地 写下 模板 评论 积分 好评 重要性 妥妥 每条 评论 积分 下次 现金 评论 积分 东西 复制粘贴 凑够 字数 第次 网上 东西 棒棒 东西 便宜 质量 物美价廉 放心 开心 感觉 上瘾 买买 停不下来 东西 品种 特别 划算 实惠 包装 损坏 支持 服务 超级 好评 下次,"[(1, 0.9868693)]",1
商家 加绒 买错 往后 加绒 加绒 穿着 舒服,"[(0, 0.056827378), (1, 0.042775303), (2, 0.9003973)]",2
尺码 合适 合适 款式 类型 款式 好看 潮流 材质 类型 材质 上身 效果,"[(0, 0.9499174), (1, 0.02576266), (2, 0.024320016)]",0
版型 特别 好看 合适 多余 线头 一句 不错 喜欢,"[(0, 0.051041417), (1, 0.9131097), (2, 0.035848867)]",1
整体 效果 版型 风格 时尚 面料 柔软 舒服 搭配 衣服 总体 满意 回购,"[(0, 0.94476813), (1, 0.028753154), (2, 0.026478745)]",0
卫衣 质量 舒服 尺寸 大小 合适,"[(0, 0.8960425), (1, 0.05221946), (2, 0.051738005)]",0
真的 超级 喜欢 质量 卖家 描述 满意 超出 期望值 发货 速度 包装 仔细 很棒,"[(0, 0.56783205), (1, 0.4074619), (2, 0.024706014)]",0
尺码 合适 穿着 舒服 上身 效果 薄厚 程度 材质 类型 纯棉 舒服,"[(0, 0.9470822), (1, 0.026348416), (2, 0.026569359)]",0
几十块 东西 算了 买来,"[(0, 0.06794716), (1, 0.22581644), (2, 0.70623636)]",2
衣袖 腰围 领子 衣服 厚度,"[(0, 0.87696433), (1, 0.06399546), (2, 0.05904026)]",0
质量 不错 身高 体重 公斤 尺码 标准 穿着 合适 暖和 做工 多余 线头,"[(0, 0.9002833), (1, 0.0739123), (2, 0.025804399)]",0
衣服 质量 真不错 整体感 李宁 码数 适合 国人 体型 国外品牌 袖子 偏长 满意 质感 衣服 保暖 效果 透气,"[(0, 0.96185255), (1, 0.018672774), (2, 0.019474665)]",0
发货 很快 包装 很好 价格 特别 实惠 功效 不错 值得 购买 真的 材料 做工 特别 精致 做工 真的 觉着 推荐 朋友,"[(0, 0.016360734), (1, 0.9669581), (2, 0.016681181)]",1
衣服 整体 厚实 冬天 保暖 质感 不错 大小 合适 版型 好看 时代 少年 团同款 性价比 支持 国货 快递 物流 速度 商家 服务态度,"[(0, 0.53446656), (1, 0.01713099), (2, 0.44840246)]",0
卫衣 收到 实物 真的 好看 几次 李宁 衣服 质量 国外 品牌 个人观点 价格 实惠 衣服 适合 秋冬季,"[(0, 0.32487443), (1, 0.024796255), (2, 0.65032923)]",2
李宁 京东 自营 旗舰店 购买 品质 保障 品牌 值得 信赖 松暖绒 保暖 男装 秋冬 加绒 套头 外套 尺码 标准 合身 物流 速度 派送 服务态度,"[(0, 0.522567), (1, 0.014896898), (2, 0.46253613)]",0
品牌 值得 信赖 京东 上买 摸上去 舒适 柔软 亲肤 李宁 牌子 值得 信赖 质量 保证 送货 支持,"[(0, 0.2748406), (1, 0.3529597), (2, 0.37219965)]",2
上次 好用 东西 上次 质量 实体店 颜色 喜欢 真的 推荐 快递 速度 特别 产品质量 客服 服务态度 特别 喜欢 好评,"[(0, 0.017900484), (1, 0.9640712), (2, 0.018028274)]",1
加绒卫 质感 保暖 柔软 舒适 超值 购物 体验 这件 商品 感受 物超所值 店铺 服务 值得 回购,"[(0, 0.6021296), (1, 0.3713534), (2, 0.0265171)]",0
这款 卫衣 北方 正好 挺舒服 洗完 走形 好长时间 评价 参考,"[(0, 0.5344217), (1, 0.056899898), (2, 0.40867838)]",0
北方 老家 一套 暖和 衣服 衣服 好看 保暖 购物 愉快 体验 推荐 购买 绝对值,"[(0, 0.28014982), (1, 0.026372785), (2, 0.6934774)]",2
李宁 松暖绒 时代 少年 团同款 保暖 男装 秋冬 加绒 外套 试穿 合适 李宁 京东 自营 店里 好多 款式 合适 质量 面料 柔软,"[(0, 0.44987354), (1, 0.015599027), (2, 0.5345275)]",2
衣服 质量 加绒 版型 很正 物流 速度 很快 朋友 链接 物美价廉 正品 喜欢 款式 起球 满意 购物,"[(0, 0.5929555), (1, 0.38530523), (2, 0.02173922)]",0
宝贝 收到 惊喜 设计 时尚 大方 关注 回购 发货 很快 第二天 收到 加绒 舒服 暖和,"[(0, 0.19461238), (1, 0.77794355), (2, 0.027444078)]",1
满意 一款 加绒卫 尺码 标准 版型 稍微 宽松 做工 精细 面料 柔软 舒服 冬天 里边 外边 羽绒服 合适,"[(0, 0.9610368), (1, 0.019953541), (2, 0.019009685)]",0
一件 不错 衣服 保暖 效果 不错 薄厚 合适 适合 居家 尺寸 合适 整体 感觉 不错 包装 完整 物理 速度 很快,"[(0, 0.9642011), (1, 0.018646244), (2, 0.017152714)]",0
加绒 运动 暖和 穿着 舒服 满意 加绒 运动 暖和 穿着 舒服 满意 加绒 运动 暖和 穿着 舒服 满意,"[(0, 0.96155953), (1, 0.018689156), (2, 0.01975136)]",0
物超所值 商品 设计 完美 外观 高大 爱不释手 客服 更是 热情 没话说 购物 满意 质量 实体店 颜色 喜欢,"[(0, 0.020230753), (1, 0.02185898), (2, 0.95791024)]",2
宝贝 收到 满意 外形 颜色 喜欢 挑选 多家 没看 希望 好物 分享 宝贝 收到 满意 外形 颜色 喜欢 挑选 多家 没看 合身,"[(0, 0.02096699), (1, 0.62456906), (2, 0.35446396)]",1
产品质量 做工 精细 结实 耐用 品牌 值得 信赖 京东 自营 物流 特别 第二天 送达 满意 非常感谢,"[(0, 0.021144686), (1, 0.47420493), (2, 0.50465035)]",2
物流 很快 衣服 不错 质感 纯棉 装饰 简约 休闲 运动 合适 深色 突破 年轻 一点 一点 尺码 合适 合适,"[(0, 0.8768974), (1, 0.10344613), (2, 0.019656492)]",0
冬季 卫衣 不好 保暖 版型 好看 选来 选去 最终 选择 这款 到货 尺寸 合适 上身 舒服 外面 搭配 一件 羽绒服 过冬 舒服,"[(0, 0.966766), (1, 0.01567722), (2, 0.017556788)]",0
面料 柔软 舒适 透气 老公 喜欢 一次性 两件 满意 尺码 合适 一件 一件 一件 合身 一件 宽松 版型 好看 上身 效果 不错,"[(0, 0.9674814), (1, 0.015827233), (2, 0.01669138)]",0
好看 大小 合适 这件 衣服 无可挑剔 厚实 好看 做工 精细 工整 保暖性 满意 一款 卫衣 尺码 标准 版型 稍微 宽松 做工 精细 面料 柔软 舒服 冬天 里边 外边 羽绒服 合适,"[(0, 0.8002902), (1, 0.18735945), (2, 0.012350327)]",0
大小 合适 送货 速度 很快 耽误 颜色 很正 穿着 舒服 帅气 加绒 暖和 价格 值得 推荐 购买 支持,"[(0, 0.9569975), (1, 0.021327008), (2, 0.021675479)]",0
发货 包装 严实 商品质量 专柜 便宜 客服 服务态度 特别 好评 细节 完美 整体 真的 不错 性价比 下次 光顾,"[(0, 0.020355914), (1, 0.95918286), (2, 0.02046124)]",1
穿着 舒服 适合 冬天 质量 不错 掉色 保暖 不错 穿着 舒服 适合 冬天 质量 不错 掉色 保暖 不错,"[(0, 0.9607743), (1, 0.019667502), (2, 0.019558161)]",0
卖家 发货 很快 递给 收到 完好无损 质量 硬气 买家 服务态度 尺码 标准 手感 柔软 舒适 做工 款式 美丽大方 卖家 描述 喜欢 购物 同事 适合 北方 冬天 女同事 老公,"[(0, 0.78375965), (1, 0.014627497), (2, 0.2016128)]",0
不错 快捷 李宁 品牌 加绒卫 冬天 加件 毛衣 房间 外衣 正合适 李宁 尺码,"[(0, 0.3944425), (1, 0.025217986), (2, 0.5803395)]",2
商品 大小 颜色 合适 店家 发货 很快 快递 小哥 送货 很快 京东 小哥 服务态度 不错 东西 外观 不错 衣食住行 京东 东西,"[(0, 0.019219087), (1, 0.96275663), (2, 0.018024294)]",1
物流 速度 很快 质量 不错 活动 价格 穿着 大小 合适 下回 再来,"[(0, 0.5977768), (1, 0.03393748), (2, 0.36828572)]",0
精挑细选 一款 到货 失望 实物 很漂亮 做工 精细 特别 满意,"[(0, 0.03486812), (1, 0.80877984), (2, 0.156352)]",1
不想 产品 好评 特地 写下 模板 评论 积分 好评 重要性 妥妥 每条 评论 积分 下次 现金 评论 积分 东西 复制粘贴 凑够 字数 第次 上买 东西 棒棒 东西 便宜 质量 物美价廉 安心 开心 感觉 上瘾 买买 停不下来 东西 品种 特别 实惠 包装 损坏 支持 服务 超级 好评 下次,"[(1, 0.98573434)]",1
李宁 衣服 鞋子 真的 满意 侄子 喜欢 帅气 不愧 战战 代言 质量 价格 实惠 重点 物流 前一天 下单 第二天 速度 京东 购物 一如既往 好评,"[(0, 0.015532698), (1, 0.22119735), (2, 0.76326996)]",2
购买 质量 信得过 品牌价值 值得 信赖 拥有 京东 值得称赞 发货 速度 投递 速度 最快 节奏 京东 购物 超级 开心,"[(0, 0.018001074), (1, 0.41715264), (2, 0.56484634)]",2
质量 卖家 描述 完全一致 真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物 质量 希望 更多 朋友 信赖 商品 质量 真的 外观 精美 手感 舒适 顺手 卖家 服务态度 购物 无忧,"[(0, 0.3814123), (1, 0.6091401)]",1
尺码 刚刚 不大不小 影响 活动 适度 保暖 加绒 身穿 舒服 运动 多套 一件 春秋 上身 一件 正合适,"[(0, 0.7556568), (1, 0.01945575), (2, 0.22488752)]",0
穿着 挺舒服 性价比 拿到 大小 洗衣机 不缩水 加绒 秋衣 保暖 广东,"[(0, 0.93744767), (1, 0.030152678), (2, 0.032399636)]",0
好看 大小 合适 这件 衣服 无可挑剔 厚实 好看 做工 精细 工整 保暖性 京东 物流 很快 快递 小哥 态度 推荐 购买,"[(0, 0.023561459), (1, 0.807837), (2, 0.16860151)]",1
身高体重 尺码 合适 超级 喜欢 活动 划算 全棉 穿着 舒服 真的 材料 做工 特别 精致 做工 真的 推荐 朋友 实穿 感受,"[(0, 0.5115208), (1, 0.47123137), (2, 0.017247815)]",0
肖战 同款 支持 双十 上身 效果 超好 灰色 适合 秋冬 一层 一点 成功 购物,"[(0, 0.88343704), (1, 0.084852226), (2, 0.03171072)]",0
双十 活动 颜色 好看 面料 舒服 款式 时尚 孩子 喜欢 颜色 特别 适合 季节 做工 精细 真的 划算,"[(0, 0.25328442), (1, 0.48153424), (2, 0.26518133)]",1
裤子 抗风 能力 保暖 一层 薄绒 舒服 黑色 显瘦 京东 价格 实体 店铺 便宜 真心 质量 不错 性价比 小孩 李宁 合适,"[(0, 0.50739163), (1, 0.12024824), (2, 0.37236014)]",0
孩子 比较满意 实体 店里 太贵 双十 便宜 双十 一再 省钱 哈哈哈哈,"[(0, 0.032097448), (1, 0.103354245), (2, 0.8645483)]",2
衣服 充满活力 朝气 衣服 质地 高档 品位 衣服 款式 非常适合 身材 合适 美丽 衣服 图案 有趣 可爱 衣服 风格 时尚 潮流 前卫,"[(0, 0.5089213), (1, 0.0165715), (2, 0.4745072)]",0
第一次 李宁 衣服 好久 研究 一会 看着 样子 不错 性价比 下单 收到 打开 感觉 不错,"[(0, 0.37508836), (1, 0.02785708), (2, 0.5970546)]",2
简单 款式 冲着 肖战 同款 正好 双十 活动 优惠 颜色 温柔 灰色 搭配 外套 触手 柔软 亲肤 内层 天气,"[(0, 0.64520544), (1, 0.018367073), (2, 0.33642748)]",0
拿到 衣服 老公 说穿 暖和 卫衣 确实 不错 看着 暖和 厚实 大小 合适 喜欢,"[(0, 0.9456453), (1, 0.024781566), (2, 0.029573146)]",0
商品质量 不错 细节 品质 做工 发货 快递 棒棒 颜色 喜欢 质感 不错 包装 很大 不错 选择,"[(0, 0.022238895), (1, 0.697974), (2, 0.27978715)]",1
款型 不错 质量 收到 第一 时间 包装 感觉 质量 卖家 描述 满意 真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物 感谢 卖家,"[(0, 0.69906914), (1, 0.28937817), (2, 0.011552718)]",0
一件 卫衣 半个 降价 店铺 不退 擦亮眼睛 购买,"[(0, 0.3158931), (1, 0.21108337), (2, 0.47302347)]",2
麻烦,"[(0, 0.17012581), (1, 0.168027), (2, 0.6618472)]",2
厉害 质量,"[(0, 0.12159133), (1, 0.12963898), (2, 0.74876964)]",2
适合 深圳 降温 了穿 买来 老公 当做 情侣装 青春 活力 卡其色 女生 卡其色 好看 深蓝色 合适 身高体重,"[(0, 0.20542265), (1, 0.060294382), (2, 0.734283)]",2
确实 东西 挺不错 送货 很快 便利 送到 确实 挺不错 暂时 没什么 感觉 满意,"[(0, 0.027242608), (1, 0.4689511), (2, 0.5038063)]",2
物流 很快 包装 这件 衣服 厚实 质量 布料 柔软 衣服 类似 摇粒绒 感觉,"[(0, 0.03232157), (1, 0.032538425), (2, 0.93514)]",2
颜值 高品质 一分钱 一分货 材质 外观 质量 一看 上档次 喜欢 物美价廉 实体店 优惠 实物 描述 质量 卖家 态度 有问必答 发货 速度 杠杠 值得 购买,"[(0, 0.014866215), (1, 0.9705007), (2, 0.014633085)]",1
冬天 买过 划算 性价比 一件 衣服 厚实 里边 厚厚的 绒毛 原本 担心 显得 臃肿 实际上 广东 最冷 扛得住 做工 细致 拉链,"[(0, 0.5480932), (1, 0.018436842), (2, 0.43346992)]",0
京东 物流 优惠 力度 很大 灰色 感觉 好看 两次 第一次 运费 第二次 运费 厚实 超级 暖和 略显 臃肿,"[(0, 0.019953845), (1, 0.05366005), (2, 0.9263861)]",2
不错 不错 满意 不错 不错 不愧 牌子 衣服 细节 到位 一段时间 感觉 质量 保暖 舒适 颜色 正洗 褪色 秋冬 合适,"[(0, 0.96138483), (1, 0.019922616), (2, 0.018692577)]",0
这件 衣服 正好 直播间 价格比 京东 块钱 正好 活动 装修 厚度 冬天 一件 打底 羊毛衫 毛毛 很厚,"[(0, 0.44482434), (1, 0.20474203), (2, 0.35043368)]",0
发货 速度 很快 京东 放心 特别 值得 购买 商品 放心 京东 购物 满意 不错 选择 喜欢,"[(0, 0.021853086), (1, 0.95066535), (2, 0.027481576)]",1
挺不错 送货 很快 便利 送到 确实 挺不错 暂时 没什么 感觉 满意,"[(0, 0.033786427), (1, 0.04500112), (2, 0.92121243)]",2
颜值 高品质 一分钱 一分货 材质 外观 质重 一看 上档次 喜欢 物美价廉 实体店 优惠 实物 描述 质重 卖家 态度 有问必答 发货 速度 杠杠 值得 购买,"[(0, 0.014673148), (1, 0.97084683), (2, 0.014479985)]",1
身高体重 体重 公斤 尺码 合适 大小 孕期 衣服 款式 类型 款式 宽松 上身 效果 硬挺 面料 没什么 贵在 暖和 材质 类型 柔软 暖和 薄厚 程度 衣服 棉衣,"[(0, 0.97479904), (1, 0.012426024), (2, 0.012774932)]",0
毛绒绒 温暖 衣服 设计 谈不上 好看 凑合 穿着 体验 不错 真的 暖和 价格 感觉 性价比,"[(0, 0.027601423), (1, 0.025376445), (2, 0.94702214)]",2
尺码 正码 大小 合身 款式 类型 好看 材质 珍珠棉 保暖 广东 最冷 天才 适合 拉链 链头 右边 装错,"[(0, 0.772393), (1, 0.018948223), (2, 0.20865875)]",0
穿家 卫衣 第一次 入手 加厚 没想到 保暖 袖子 北方 初冬 大成 保暖 舒适,"[(0, 0.9437364), (1, 0.027400319), (2, 0.028863313)]",0
经典 字母 刺绣 印花 搭配 适合 季节 毛茸茸 厚实 南方 天气 内搭件 保暖 这件 外套 足以 暖暖的 一点 不冷 绿色 显白 衣服 柔软 舒适,"[(0, 0.44814128), (1, 0.014652354), (2, 0.5372064)]",2
收到 宝贝 打开 包装 那一刻 这件 衣服 质感 深深 吸引 面料 柔软 顺滑 云朵 轻盈 忍不住 想要 抚摸 颜色 想象 时尚 不失 稳重 无论是 日常 参加 聚会 焦点 版型 设计 合身 紧绷 宽松 恰到好处 展现 身形 感觉 精神 物流 卖家 发货 包装 严实 收到 衣服 完好无损 褶皱 卖家 顾客 体验 重视 购物 体验 愉快 我会 朋友 推荐 这家 店铺 期待 下次 希望 惊喜,"[(1, 0.986816)]",1
加绒 怎么回事 收到 厚实 性能 杠杠 经典 红蓝 配色,"[(0, 0.28558487), (1, 0.04325361), (2, 0.6711615)]",2
身高体重 身高 体重 尺码 合适 足够 款式 类型 合适 休闲 材质 类型 厚实 舒适 上身 效果 合适 薄厚 程度 厚实,"[(0, 0.96669286), (1, 0.01629883), (2, 0.01700831)]",0
身高体重 尺码 合适 宽松 遮住 款式 类型 休闲 上身 效果 休闲 薄厚 程度 材质 类型 起球 物流 很快 售后 很好 很好,"[(0, 0.8137625), (1, 0.17033674), (2, 0.015900768)]",0
衣服 意外 厚实 加绒 暖和 深灰色 感觉 质感 穿上去 感觉 保暖 效果 总体 效果 比较满意 尺码 尺码 休闲,"[(0, 0.96057427), (1, 0.020015774), (2, 0.019409997)]",0
质量 客服 态度 解决 挺好 后续 追评 包装 很棒 外观 不错 下次 到货 商品质量 不错 细节 品质 做工 发货 快递 棒棒,"[(0, 0.0166988), (1, 0.760588), (2, 0.22271325)]",1
值得 信赖 品牌 质量 保障 价格 满意 包装 结实 东西 保护 值得 好评 卖家 没用 包装 不错 包装 很棒 外观 不错 下次 到货,"[(0, 0.016782828), (1, 0.6560712), (2, 0.32714596)]",1
衣服 质量 不错 几件 质量 这件 卫衣 合身 选购 大一码 衣服 保暖 穿出去 合适,"[(0, 0.94970405), (1, 0.024200609), (2, 0.02609531)]",0
舒适 柔软 厚实 一款 卫衣 内绒 贴肤 感觉 舒服 温暖 衣服 品质 一如既往 线下 实体店 京东 旗舰店 顺丰 快递,"[(0, 0.02033378), (1, 0.018718965), (2, 0.9609473)]",2
京东 自营 购物 放心 品质 保证 送货 摇粒绒 卫衣 厚实 保温 效果 做工 精细 尺码 标准版 网店 价格比 实体店 优惠,"[(0, 0.30530444), (1, 0.019866388), (2, 0.6748292)]",2
东西 很好 柔软 暖和 价格 实惠 衣服 尺码 太小 一件 正好 合适 商家 服务 发货,"[(0, 0.3744524), (1, 0.6012879), (2, 0.02425963)]",1
身高体重 尺码 合适 宽松 遮住 款式 类型 休闲 上身 效果 休闲 薄厚 程度 材质 类型 起球 物流 很快 售后 很好 很好,"[(0, 0.81376386), (1, 0.17033537), (2, 0.015900768)]",0
厚实 尺码 合适 拉链 顺滑 厚实 暖和 南方 过冬 休闲 十足 合适 好看 身高体重,"[(0, 0.71829337), (1, 0.02458168), (2, 0.25712496)]",0
商品质量 不错 细节 品质 做工 发货 快递 棒棒 快递 小哥 不错 服务 周到 产品 真的 这家 东西 发货 物流 很快,"[(0, 0.017273676), (1, 0.9638788), (2, 0.018847551)]",1
尺码 偏大 家父 上身 试穿 了下 这件 一共 三件 羊羔 帽衫 专柜 款式 工服 真的 暖和 实惠 平时 冬天 开车 外面 外套 羽绒 马甲 够用 透风 那种 版型 精致 这款 欧版 节奏 两件 这件 叉换 肩部 喜欢 绿色 特别 描边 低调 喜欢,"[(0, 0.20160234), (1, 0.06403917), (2, 0.7343585)]",2
发货 速度 很快 东西 包装 很好 价格 优惠 满意 回购 东西 不错 优惠 放心 省钱 购买 犹豫 包装 结实 东西 保护 值得 好评,"[(0, 0.014859244), (1, 0.9678889), (2, 0.017251855)]",1
包装 完好 破损 物流 很快 质量 实体店 价格便宜 保暖 效果 牌子 值得 信赖 上身 效果,"[(0, 0.63905734), (1, 0.029824885), (2, 0.33111775)]",0
真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 运送 速度 很快 满意 购物 终于 买到 眼馋 好久 卖家 回话 速度 很快 生意兴隆 包装 高端 客服 小姐姐 回答 耐心 物流 很快,"[(0, 0.27171555), (1, 0.71692294), (2, 0.011361493)]",1
特别 特别 特别 破损 地方 外观 好看 好评 东西 质量 卖家 描述 完全一致 满意,"[(0, 0.026525158), (1, 0.86977804), (2, 0.103696786)]",1
活动 优惠 一百多块 厚实 衣服 划算 绒毛 柔软 喜欢 宽松 平时 一码,"[(0, 0.037836418), (1, 0.49632764), (2, 0.465836)]",1
东西 收到 东西 价格 合适 活动 一点 留着 过节 希望 店家 活动 再来,"[(0, 0.02840846), (1, 0.5577206), (2, 0.41387087)]",1
质量 物超所值 真的 物有所值 价格 实惠 质量 真的 不错 卖家 描述 完全一致 收到 包装 完整 包裹 严严实实 破损 品质 依旧 客服 服务态度 详细 解答 卖家 购物 满意 回购,"[(0, 0.102942124), (1, 0.8808135), (2, 0.01624439)]",1
发货 很快 收到 商品 描述 质量 关键 价格 合适 放心 好评 质量 客服 态度 解决,"[(0, 0.02599508), (1, 0.9506566), (2, 0.023348356)]",1
备用 穿穿 不错 室友 喜欢 卫衣 款式 质量 不错 舒服 衣服 品质 一如既往 舒适 柔软 厚实 一款 卫衣 价格 实惠 合适 商家 服务 已有 绿色 卫衣 牌子 五星 好评,"[(0, 0.49817687), (1, 0.016634118), (2, 0.48518902)]",0
衣服 经典 款式 万年 经典 简洁 很大 搭配 十二 活动 价格 不错 一百六十 来块 性价比 价格,"[(0, 0.49878204), (1, 0.02302762), (2, 0.47819033)]",0
满意 购物 物有所值 实体 店里 实惠 很好 购物 体验 服务周到 物流 快速 配送 周到 态度 好评 宝贝 收到 超级 喜欢 颜值 实用 超级 喜欢,"[(0, 0.014454324), (1, 0.6590244), (2, 0.32652128)]",1
质量 真的 包装 物流 不错 真心 喜欢 入手 后悔 宝贝 收到 物流 很快 描述 相符 比较满意 好评 推荐,"[(0, 0.3072676), (1, 0.6725592), (2, 0.020173205)]",1
衣服 质量 裁剪 合体 大码 刚刚 广东 天气 没穿 舒服,"[(0, 0.64780974), (1, 0.032406125), (2, 0.31978416)]",0
商品质量 不错 细节 品质 做工 发货 快递 棒棒 宝贝 确实 很棒 喜欢 朋友 说好 推荐 购买 第五次 购买 质量 真的 超好 舒服 同事 朋友 帮买,"[(0, 0.014248482), (1, 0.9698971), (2, 0.015854463)]",1
满意 购物 商家 服务 发货 神速 物流 宝贝 收到 喜欢 放心 安心 满意 购物 商家 服务 发货 神速 物流 宝贝 收到 喜欢 放心 安心,"[(0, 0.014734983), (1, 0.9665523), (2, 0.018712694)]",1
东西 喜欢 质量 很好 价格 买到 真的 划算 宝贝 收到 超级 喜欢 颜值 实用 超级 喜欢 质量 真的 包装 物流 不错 真心 喜欢 入手 后悔,"[(0, 0.01542037), (1, 0.9695743), (2, 0.01500537)]",1
厚实 暖和 感觉 尺码 得换 一码 性价比 超高 旗舰店 便宜 大元 京东,"[(0, 0.11225372), (1, 0.029763458), (2, 0.8579828)]",2
舒服 京东 优惠 京东 理由 退换货 尺码 合适 退换 衣服 质量 舒服,"[(0, 0.24817397), (1, 0.028319634), (2, 0.7235064)]",2
儿子 冬天 厚实 保暖性 超高 外面 搭配 一件 超轻 羽绒 好好 好好 好好 好好,"[(0, 0.114057854), (1, 0.20851548), (2, 0.67742664)]",2
衣服 缩水 原本 刚刚,"[(0, 0.5997502), (1, 0.111031145), (2, 0.2892186)]",0
衣服 收到 谢谢 物流 很快 满意 活动 划算 阿迪达斯 衣服 满意 颜色 好看 衣服,"[(0, 0.028625824), (1, 0.5868678), (2, 0.38450634)]",1
衣服 质量 不错 透气 值得 够买 布料 色差 清爽 好看 真的 超值 刚刚 到货 迫不及待 好评 包装 完好 打开 孩子 上试 那种 速干 布料 满意 脖子 遮阳 称心 购物 颜色 好看 洋气 帽沿 布料 不错 那种 透明 遮挡 紫外线 设计 人性化 打算 一件 颜色,"[(0, 0.23870713), (1, 0.18803826), (2, 0.57325464)]",2
卫衣 好评 宽松 版型 质量 不用 担心 上后 暖暖的 适合 瘦瘦的 年轻 女孩 上身 效果 年纪 身后 显得,"[(0, 0.39261553), (1, 0.51477647), (2, 0.09260795)]",1
粉色 黑色 一件 两件 颜色 好看 很百 浅粉色 摇粒绒 材质 这件 衣服 毛绒玩具 那种 小熊 喜欢,"[(0, 0.09410341), (1, 0.15562677), (2, 0.75026983)]",2
一款 超肥 宽松 卫衣 建议 丰满 一点 姐妹 选择 两圈 果断 送给 瘦瘦的 小女孩 效果 不错,"[(0, 0.027017271), (1, 0.08047616), (2, 0.89250654)]",2
好看 好看 好看 超级 好看 特别 喜欢 活动 性价比 整体 满意 快递 小哥 服务 包装 严实 整体 满意,"[(0, 0.021499913), (1, 0.95813227), (2, 0.020367851)]",1
质量 物流 很快 真的 超级 喜欢 质量 卖家 描述 宝贝 收到 物流 很快 描述 相符 比较满意 好评 推荐 外观 干净 漂亮 做工 不错 发现 瑕疵 个人感觉 大小 合适 很久 这款 发货 速度 很快 东西 包装 很好 价格 优惠 满意 回购 品牌 放心 质量 赶上 活动 购买 划算 宝贝 心仪 活动 真的 划算 喜欢 犹豫 质量 实体店 颜色 喜欢 优惠 赶紧 入手 正品 包装 破损 质量 没得说 开心 购物 店家 服务态度 售后 物流 很快 东西 性价比,"[(1, 0.7263996), (2, 0.2681482)]",1
双十 活动 价格 购买 衣服 凑数 满减 收到 惊喜 质量 不错 款式 好看 颜色 惊喜 孩子 喜欢 感觉 值得,"[(0, 0.48538443), (1, 0.021720529), (2, 0.49289504)]",2
衣服 质量 不错 手感 软乎乎 上身 效果 不错 尺码 正好 老公 好看 双十 价格 合适 下次 活动 身高体重 尺码 合适 合适 实穿 感受 舒服,"[(0, 0.9701308), (1, 0.01462614), (2, 0.015243043)]",0
