所属主题,文章数量,特征词,主题强度
Topic0,2044,合适、舒服、衣服、不错、尺码、质量、面料、穿着、款式、好看、效果、喜欢、上身、舒适、材质、卫衣、满意、类型、颜色、版型,0.48402
Topic1,1424,质量、不错、特别、喜欢、做工、好看、真的、东西、收到、衣服、购买、满意、很快、值得、颜色、物流、精细、好评、款式、推荐,0.3372
Topic2,755,舒服、质量、不错、衣服、喜欢、价格、京东、穿着、值得、物流、品牌、满意、颜色、做工、购物、快递、好看、厚实、卫衣、性价比,0.17878
