主题数,困惑度,一致性
2,-6.4581454555946145,0.4314365917249294
3,-6.454178966082664,0.5357213192727475
4,-6.540231454621481,0.4108305883541748
5,-6.519285878511286,0.5288407570875533
6,-6.621837698920745,0.4316220138598803
7,-6.591933783244573,0.47635338361794644
8,-6.615117717830002,0.5220340774131281
9,-6.706248902292297,0.464463802240765
10,-6.783860954506355,0.44609569340330546
11,-6.832521010722986,0.46847285883810225
12,-6.868374891631888,0.5256906647935825
13,-6.94681723828002,0.47794280559276825
14,-6.958305803258402,0.44771723528784574
15,-7.050308749214827,0.4171716060986857
