主题数,困惑度,一致性
2,-8.042933760883129,0.30273894143953395
3,-8.102625122593468,0.31467538047945015
4,-8.15149429055594,0.31216404058325686
5,-8.209866994515924,0.31892885965786844
6,-8.272920630788388,0.3113938063702185
7,-8.322950600781748,0.3218831655331843
8,-8.386128483229538,0.3147441848036551
9,-8.446389424855088,0.3162731445507002
10,-8.501915195579674,0.3218210516424406
11,-8.562517344902671,0.32022767657494106
12,-8.604503733776175,0.31727620739404266
13,-8.644498239000038,0.31586634627821897
14,-8.738457732913025,0.3126913065897015
15,-8.776976089258211,0.31019073732318553
