voltage,current,type
26.040247044786803,68.65499616576543,Silicon
16.202469299465097,45.38393083494023,Silicon
18.105574715360518,45.66290170076313,Silicon
18.499686641974193,49.73094643760842,Silicon
23.625672279680177,64.9262318061073,Silicon
21.19343664852272,51.18709802939275,Silicon
16.91326486641489,48.133461309750146,Silicon
29.717811190496132,77.50453886054709,Silicon
23.781590692048063,58.423997818026024,Silicon
28.023839820041037,89.4497475933496,Silicon
17.961644093146425,51.68485565217053,Silicon
16.84881788197869,49.23317839673506,Silicon
11.451791150556524,32.838180995433504,Silicon
18.263896733814576,57.56787021295746,Silicon
24.449212020213785,77.48983459730813,Silicon
16.478053873661217,51.30691208471739,Silicon
18.29958215147576,55.144838726172964,Silicon
17.332405331268212,54.686405259553354,Silicon
20.205458520460233,52.09710959105134,Silicon
14.856369685235066,45.506100435600544,Silicon
18.566664865726263,53.54840148479177,Silicon
18.39149565031419,55.613716222685504,Silicon
18.20704355177179,48.50855193511619,Silicon
27.267851449862995,65.85895275792213,Silicon
14.09405242338139,43.10507378717568,Silicon
25.108204720107146,68.85304361589272,Silicon
24.226366073197898,77.49911657940747,Silicon
10.439434368906074,33.76177702201472,Silicon
20.631981184902703,54.19119060817072,Silicon
17.860208291379895,49.82174337423906,Silicon
26.83446663591879,71.54567518196731,Silicon
28.90643479435747,80.86675760043207,Silicon
24.789829665034176,68.72344400893084,Silicon
21.338961376398444,54.48474587002318,Silicon
28.83117189224191,75.5796783653694,Silicon
13.866450565030469,35.59213740160503,Silicon
20.281039756652532,51.568070286816614,Silicon
24.51441002152425,63.56912885988269,Silicon
25.69229823804591,59.814602511963294,Silicon
25.34381270191856,73.81992512910546,Silicon
25.458744079605744,64.83144428213812,Silicon
20.73240314252024,60.21410251075905,Silicon
22.22343717391183,71.41276039028698,Silicon
17.608654946570127,48.016421707391856,Silicon
21.308182327699672,66.07925382925252,Silicon
28.14368680222509,79.61721446393896,Silicon
15.498257331439993,49.67489843947763,Silicon
14.344061334960342,40.09170638192054,Silicon
22.859473259725654,57.8265767243475,Silicon
28.7632838220759,83.06244942483669,Silicon
12.777192621398934,52.448750605180486,Carbon
18.781103598254713,73.91369345919897,Carbon
17.444071534144022,78.10534464655237,Carbon
22.272684069335984,89.14949963910956,Carbon
25.110887076724424,92.42339124347924,Carbon
20.263381453155482,75.64534961951324,Carbon
17.664547851732586,72.4042569035764,Carbon
17.23060091680608,65.53401500140316,Carbon
17.409630815362164,70.83886714882881,Carbon
21.499146236497754,91.79791722663079,Carbon
28.472285516444927,117.01259935164227,Carbon
17.82397890497364,71.63519742881577,Carbon
17.20513893378428,63.783602917665206,Carbon
18.916341819665668,65.20628034356278,Carbon
22.111320758181698,91.37604933995189,Carbon
26.152355438543996,107.89262192398017,Carbon
19.690099149186175,73.76172424953214,Carbon
11.08259619924562,41.354086139612534,Carbon
12.806953755286315,55.33630607130573,Carbon
19.361318942947143,78.9255959656728,Carbon
22.200821726709172,86.98606501610345,Carbon
19.025001610555652,66.86586931701262,Carbon
13.521942992188865,56.977637496290214,Carbon
19.746986834197415,73.06808058680154,Carbon
28.333550549185226,112.79896449418673,Carbon
18.547744053213584,70.57037174157625,Carbon
20.96488429600595,83.70092751937264,Carbon
22.683810407011244,82.93069249059933,Carbon
25.7333825327829,103.97650019637193,Carbon
20.63720912168262,72.99587117935442,Carbon
15.114857261075842,64.86338157926376,Carbon
18.201091944509745,66.17954630245414,Carbon
28.63599010732206,109.82816372760482,Carbon
22.72151324504116,92.43861775906238,Carbon
10.584047280292104,43.68864762870318,Carbon
17.075734172958335,70.99747215881399,Carbon
19.690792573472073,79.68343276044621,Carbon
21.867908714935528,83.07421343021737,Carbon
21.40205583791283,86.9410692015824,Carbon
21.87844300666989,100.08851112662487,Carbon
16.80104813550946,60.95902262028237,Carbon
20.958147090792636,87.4529089202317,Carbon
19.807624137918104,78.47455395685952,Carbon
21.927726023847242,82.65525466344303,Carbon
10.970670052717711,44.12716892998665,Carbon
16.765718308522885,74.19824828608525,Carbon
26.51533922742398,104.41596920939399,Carbon
16.370947475629787,67.33500335893861,Carbon
