主题数,困惑度,一致性
2,-6.7426500799318285,0.3940977317700346
3,-6.86466300556712,0.4137762785924252
4,-6.980668827495046,0.3995021347358273
5,-7.0309538896952155,0.3836707696922144
6,-7.108328127436959,0.366993111726426
7,-7.1658499331037415,0.37884414631725905
8,-7.216436397362272,0.36879412562515446
9,-7.285322676952532,0.33514693467194956
10,-7.435600356707281,0.36394872258157535
11,-7.402305578933401,0.3745451501821177
12,-7.387367037145162,0.3526877833236202
13,-7.478114922864188,0.34504011008004176
14,-7.504531715134349,0.3694200902109001
15,-7.578621376722521,0.3334734469649806
16,-7.626512266540983,0.3611252109893073
17,-7.6748822182142975,0.35621671009406675
18,-7.794303446058316,0.3579207980371885
19,-7.764228420527088,0.38197372718094796
20,-7.744773041395659,0.4060460383720292
