,word,counts
0,屏幕,1866
1,速度,1645
2,拍照,1608
3,效果,1302
4,运行,1244
5,外观,1233
6,音效,910
7,手感,842
8,流畅,838
9,充电,811
10,外形,793
11,待机时间,543
12,摄像头,537
13,好看,533
14,性价比,436
15,系统,411
16,体验,371
17,像素,335
18,发热,330
19,电池,329
20,价格,311
21,物流,282
22,性能,275
23,陶瓷,271
24,玩游戏,262
25,续航,255
26,骁龙,247
27,漂亮,241
28,颜值,236
29,处理器,224
30,前置,221
31,质感,214
32,颜色,203
33,显示,194
34,质量,191
35,卡顿,191
36,配置,188
37,打游戏,186
38,音质,185
39,功能,182
40,快充,179
41,很漂亮,175
42,视频,175
43,包装,174
44,游戏,168
45,快递,164
46,机身,164
47,终于,157
48,充电器,157
49,发货,150
50,相机,149
51,充满,148
52,屏下,147
53,曲面,147
54,无线,146
55,大气,145
56,内存,139
57,推荐,130
58,扬声器,130
59,设计,129
60,活动,128
61,一亿,122
62,双十,120
63,哈曼,120
64,产品,118
65,做工,118
66,接受,117
67,红米,116
68,优惠,115
69,后置,113
70,声音,112
71,旗舰,110
72,耐用,106
73,强大,104
74,期待,99
75,屏幕显示,98
76,轻薄,98
77,不用,96
78,华为,96
79,米粉,96
80,看着,96
81,王者,95
82,黑色,94
83,指纹,93
84,重量,93
85,价位,91
86,分钟,90
87,高端,89
88,优化,89
89,电量,89
90,系列,89
91,镜头,88
92,照片,88
93,加油,87
94,缺点,87
95,白色,86
96,客服,85
97,蓝色,85
98,越来越,83
99,耗电,82
100,色彩,82
101,第一,82
102,时尚,80
103,第二天,80
104,发现,80
105,后盖,80
106,分辨率,80
107,无敌,79
108,实惠,79
109,足够,79
110,服务,77
111,提升,77
112,感受,77
113,想象,77
114,手里,76
115,刷新率,76
116,自拍,75
117,网上,74
118,顶级,74
119,优秀,73
120,挺不错,73
121,天玑,72
122,正品,71
123,惊喜,71
124,高刷,69
125,上档次,68
126,没得说,68
127,夜景,66
128,一流,65
129,软件,63
130,旗舰机,63
131,舒适,63
132,挺快,63
133,到货,62
134,版本,62
135,新手机,62
136,朋友,61
137,丝滑,60
138,便宜,59
139,真心,59
140,超快,59
141,待机,59
142,还行,59
143,精致,59
144,音乐,59
145,首发,57
146,唯一,57
147,评论,56
148,习惯,56
149,拍摄,55
150,用户,55
151,宝贝,55
152,厉害,55
153,顺滑,55
154,变焦,55
155,开机,54
156,不卡顿,54
157,毫安,54
158,果断,54
159,一充,54
160,保护,54
161,升级,53
162,温润,53
163,平时,53
164,能力,53
165,用过,53
166,外放,53
167,材质,52
168,需求,52
169,辨识,52
170,担心,51
171,后续,51
172,好多,51
173,解锁,51
174,划算,51
175,更好,51
176,原因,50
177,摄像,50
178,画质,50
179,服务态度,50
180,图片,50
181,表现,50
182,刚刚,50
183,大小,49
184,送货,49
185,更新,49
186,实用,48
187,影响,48
188,下手,48
189,清晰度,48
190,高通,48
191,降价,47
192,荣耀,47
193,自带,47
194,品牌,47
195,美观,46
196,预期,46
197,画面,46
198,这块,46
199,控制,45
