主题数,困惑度,一致性
2,-5.062596499066186,0.846589249186428
3,-5.150689594311798,0.6099552933228569
4,-5.106901473375883,0.6568912596694889
5,-5.3230239931224475,0.5807470125904098
6,-5.384989700313534,0.5378706936747997
7,-5.360094727177417,0.5874798667596691
8,-5.551234632208865,0.5193874814304269
9,-5.447810810456094,0.6265722166071666
10,-5.497383143852152,0.6162868918692948
11,-5.453706104058251,0.6042541683300199
12,-5.80872383421758,0.49618188674350344
13,-6.27357951007606,0.5458516115362954
14,-5.582195171319784,0.5161290420078021
