主题数,困惑度,一致性
2,-6.417465919004013,0.4139793879823309
3,-6.479458738283722,0.38736162716283595
4,-6.49463864604263,0.394036527586589
5,-6.5359560400093795,0.42994719688140987
6,-6.647413905683071,0.40317940923949713
7,-6.6885348206580115,0.44936262693950096
8,-6.706355092449208,0.40134282542409805
9,-6.743389981511454,0.35465622799094554
10,-6.847750815936778,0.39284222893101856
11,-6.803355416769337,0.4065646862279488
12,-6.822678538852432,0.36850617505193695
13,-6.915501661221924,0.40115754870357634
14,-6.933548980883646,0.4368832960892131
