主题数,困惑度,一致性
2,-6.408200846569052,0.6113658106300075
3,-6.541218139592884,0.572111933361584
4,-6.55642104467142,0.5084534374430169
5,-6.577628756611093,0.38689370766882
6,-6.601359031877472,0.36291650011676707
7,-6.637568549479096,0.32800933094598045
8,-6.635400265744589,0.4018150334030576
9,-6.690009769594785,0.4010389769438501
10,-6.65254782733408,0.40223705420686706
11,-6.763830647885221,0.3020584811068921
12,-6.719844992299682,0.4325662759113476
13,-6.790982127623651,0.34938467207685286
14,-6.852642010137873,0.3444976900079103
