主题数,困惑度,一致性
2,-7.227462582303572,0.5060839274428429
3,-7.321881030689382,0.49492136153374217
4,-7.425881514306712,0.4469598162758168
5,-7.437810874592456,0.41163885491334495
6,-7.504679119711999,0.45910251292988363
7,-7.610853265914963,0.5051628970848221
8,-7.55336394998156,0.4111990938088427
9,-7.703451085823403,0.47884524172498566
10,-7.671581445799082,0.4421972604021257
11,-7.651916445511074,0.44162712787073394
12,-7.688168678437354,0.43386866095882576
13,-7.656789539128175,0.4355471518048027
14,-7.786392561785012,0.4090076440144963
