主题数,困惑度,一致性
2,-6.18419447184561,0.4763439152397423
3,-6.359025437552598,0.427970551299986
4,-6.3909214082051085,0.43316578986664767
5,-6.4668187667584105,0.4009993104134474
6,-6.535721321788464,0.4887323911287773
7,-6.486459382705904,0.6238239399812787
8,-6.530585594793616,0.7129795828883833
9,-6.7415433429467,0.574892087632782
10,-6.806778471665058,0.5849576071024795
11,-6.677225981017918,0.5696638921931054
12,-6.634487799018907,0.708577858369603
13,-6.7989996624703455,0.7314074145257371
14,-6.792162000199669,0.6474861770564445
