主题数,困惑度,一致性
2,-6.1817286167984795,0.5522296492499464
3,-6.222339764523754,0.49496054794560784
4,-6.327911818835549,0.5333966253765046
5,-6.413828324937127,0.5469421617643171
6,-6.480772241473638,0.30183172189159463
7,-6.3385536476553215,0.48375366530380876
8,-6.679302710489326,0.38688975992917596
9,-6.482888079707355,0.6168877360013424
10,-6.609945812274033,0.6220136567289043
11,-6.808349612910864,0.5913323033663566
12,-6.7322511492507635,0.5525525499848362
13,-6.599875813953521,0.5449540956499911
14,-6.861879775729894,0.5953460205543655
