主题数,困惑度,一致性
2,-7.2868189831298285,0.45640693752407324
3,-7.4022820488390675,0.4990402190958354
4,-7.504819161231825,0.48246014833164386
5,-7.528021639774262,0.493001551545296
6,-7.5962677395789955,0.5049093360300657
7,-7.571145102982329,0.49844349720038583
8,-7.594047857652241,0.5156436433763594
9,-7.681943060168836,0.48897299312086656
10,-7.666980075315642,0.5114108994507987
11,-7.773511372864132,0.5043408581602108
12,-7.771832551900118,0.5080150372156764
13,-7.82028636931229,0.5310897037594345
14,-7.842750888439378,0.5207556438206506
