主题数,困惑度,一致性
2,-6.4772230773636155,0.5387376131324022
3,-6.515033519556,0.45760815295680524
4,-6.532152989931505,0.5343821807864215
5,-6.707317961270407,0.42185242147912705
6,-6.650233099495439,0.3720926972882532
7,-6.660857464843446,0.45858679571198346
8,-6.665726623277522,0.514320375708047
9,-6.783013594528946,0.490495754904742
10,-6.720658350978192,0.4917600071913951
11,-6.759603769497532,0.4499947572108459
12,-6.913308722673788,0.28610570874774943
13,-6.868208438643662,0.5028779707328563
14,-7.059339804722266,0.43300620905935344
