主题数,困惑度,一致性
2,-4.901074604249336,0.3618843583843845
3,-4.943229416726341,0.278657984264748
4,-5.071524996153066,0.4017258414590554
5,-4.980774379951853,0.4274302438485426
6,-5.297001272859708,0.3721189837019789
7,-5.0624811775247816,0.4553335807225207
8,-5.171218943427986,0.4627024477303026
9,-5.15507499181049,0.4888363653685965
10,-5.129978331881509,0.5081817877634179
11,-5.403225631781027,0.4508456520725991
12,-5.439111556805355,0.4859953101563681
13,-5.376960813999176,0.499220040738597
14,-5.434758653103466,0.5035002317082009
