主题数,困惑度,一致性
2,-6.422963546056833,0.5506396134018132
3,-6.507354649582079,0.5496054122759809
4,-6.538967051011111,0.48683346944242545
5,-6.556292735572372,0.4452168058260413
6,-6.695396466978958,0.5296425714464894
7,-6.702657526225916,0.3560919138700055
8,-6.679364430052893,0.46587328966652525
9,-6.716283700694995,0.345613575193005
10,-6.762420115593288,0.28992541525217275
11,-6.739483672992459,0.3266252988215425
12,-6.7847209732447356,0.2779643013543487
13,-6.751055561006069,0.34026000520324096
14,-6.896185261330435,0.3598145966519006
