主题数,困惑度,一致性
2,-7.499773750455501,0.41615320144001267
3,-7.625842932519312,0.43828715085540887
4,-7.6572108522138915,0.41875382430425356
5,-7.73122463382714,0.3830643957853059
6,-7.758889942562027,0.36173306524454696
7,-7.88588536821861,0.4057463508588275
8,-7.901639365931555,0.47654137745499625
9,-7.915667148814365,0.41579489468154546
10,-7.97644558969983,0.41992700242243297
11,-7.9604688307146425,0.43374321470318405
12,-8.039484117953121,0.4511267949738061
13,-8.00640510154171,0.43492564385145377
14,-8.003770093256588,0.4118424639863027
