主题数,困惑度,一致性
2,-6.564309974148571,0.4607500286261103
3,-6.653105762753866,0.48203333191639636
4,-6.707748834006792,0.39772799582010615
5,-6.738993404669258,0.4045341722998397
6,-6.843188741490281,0.42092252668024327
7,-6.949239657014277,0.5175988009914078
8,-6.9999600578644605,0.4503380305834351
9,-6.915414461686252,0.46668225469711394
10,-7.054406130585938,0.5160578775630994
11,-6.953391023616319,0.46718048084504127
12,-7.022920859973022,0.4026463962848401
13,-7.108342180197766,0.2930067348495341
14,-7.1738447651963515,0.45637383917643487
