主题数,困惑度,一致性
2,-6.354597221255302,0.47886493146771225
3,-6.473827235341072,0.5472673511216791
4,-6.5417630161046985,0.5355093998292288
5,-6.558322910666465,0.42593204735578977
6,-6.630424065947532,0.43791869084221174
7,-6.625726755738258,0.44934901298440943
8,-6.630305606245995,0.35613652338910173
9,-6.742707185983658,0.3482841515858965
10,-6.719680847287178,0.32590181989146333
11,-6.729098846793175,0.34936841368134053
12,-6.82403380548954,0.34996967736987866
13,-6.725697083830833,0.3334514504996138
14,-6.711963471889496,0.373941190670443
