主题数,困惑度,一致性
2,-6.424378119828836,0.511474940186635
3,-6.5014917723519705,0.5415863821861565
4,-6.608364990164696,0.48861479745874836
5,-6.672274377249496,0.44104696356411316
6,-6.724670401656292,0.36026348175523903
7,-6.6519883052564,0.4071796596935083
8,-6.808629665576237,0.36206816752299453
9,-6.727362998249665,0.4073414434736656
10,-6.705595736562366,0.37944035965468403
11,-6.754088851767526,0.3632090266111481
12,-6.728912461601513,0.360688274745075
13,-6.86577411006454,0.373285360773243
14,-6.786595737115598,0.37967135292621856
