主题数,困惑度,一致性
2,-7.244294300334993,0.4975199159433194
3,-7.334365630426131,0.49290799095855986
4,-7.398766370905778,0.45485228326277205
5,-7.485002211892107,0.4617190460176541
6,-7.511253225050329,0.42314056628035224
7,-7.507346425736022,0.48955223993246016
8,-7.6089899247356,0.42476466991333195
9,-7.672770868214949,0.45174782743140063
10,-7.656386474015146,0.44918883127411624
11,-7.768055023877184,0.5171300526246314
12,-7.739486332310046,0.4099590186680369
13,-7.808058352563173,0.46348566666372987
14,-7.730658949802093,0.42667366979018545
