主题数,困惑度,一致性
2,-6.513131382288572,0.5082464309406077
3,-6.637558614236113,0.4629122311565829
4,-6.739574409726695,0.45019286862809066
5,-6.760001577395982,0.4086215584977391
6,-6.730520257510192,0.38549597819769565
7,-6.8557681013817104,0.42974826714654074
8,-6.789638782020619,0.43972138244001135
9,-6.9448020665728825,0.45676834795328297
10,-6.887243814773015,0.371135091172036
11,-6.944765297567935,0.49058957844825984
12,-7.118467653656341,0.4467001735003701
13,-6.987286618886603,0.32220352090084325
14,-7.080227262721547,0.5293854106089012
