主题数,困惑度,一致性
2,-6.431044908029806,0.41448722159056783
3,-6.540907115008508,0.4210352078175846
4,-6.57237764875799,0.40310501769809404
5,-6.625243819077105,0.41643496490659315
6,-6.622961718663408,0.4280123615778302
7,-6.769639027356573,0.4140546249865499
8,-6.697764029986578,0.3696175898873215
9,-6.691162117502906,0.431212558462331
10,-6.844222581901994,0.41017164477618795
11,-6.898305149934773,0.3891565226141219
12,-6.930619980636034,0.34801728755071487
13,-6.940301895670246,0.38656464777160154
14,-6.926995309519926,0.34536074045819387
