主题数,困惑度,一致性
2,-7.1555483241189135,0.5889182111867954
3,-7.234277118945706,0.5673523662814713
4,-7.363278390250814,0.5326016594904134
5,-7.399552875049155,0.5183137547394078
6,-7.42610910960071,0.5476455014495624
7,-7.4602412085425245,0.5043720799953694
8,-7.493244908127224,0.509473308507654
9,-7.502218467233168,0.48342903317256003
10,-7.594252541595701,0.5186750511857172
11,-7.620480577538105,0.5107993266416784
12,-7.546690578770892,0.4971318245549415
13,-7.626933043367229,0.5016728744845411
14,-7.667581286466324,0.5059169652030155
