主题数,困惑度,一致性
2,-7.271428658001459,0.4463374481849234
3,-7.398810746275527,0.49884469676998927
4,-7.442629046498184,0.4561212986571592
5,-7.469776673220502,0.4321534814163897
6,-7.554838269410504,0.4597881920352038
7,-7.555861897948026,0.4769909514132296
8,-7.628052936724949,0.5106048976039448
9,-7.621218967395604,0.476998941253822
10,-7.69214599580158,0.4675635532611594
11,-7.69317024693373,0.5068225530107682
12,-7.739328647961508,0.48863117702461256
13,-7.6819042097323536,0.4835821595134143
14,-7.798443618456585,0.49257560218100965
