主题数,困惑度,一致性
2,-6.25887192793891,0.4227831920569556
3,-6.27536076690202,0.4386413349081724
4,-6.425960778130686,0.4344145462959854
5,-6.503214478904939,0.4657645275685615
6,-6.469931246530913,0.471581539480392
7,-6.5232578835895785,0.4257973658518866
8,-6.510625471224873,0.5100532434117808
9,-6.69500312247731,0.42019590598666096
10,-6.6979702609863025,0.5285903254564583
11,-6.739641269483713,0.4430948783497853
12,-6.656729898101928,0.48144940684292253
13,-6.703311343737394,0.46939275249621326
14,-6.827071057568977,0.43534687289407664
