主题数,困惑度,一致性
2,-4.7438708326641255,0.8501783237127396
3,-5.078055214014592,0.8336112082619973
4,-5.061089507849596,0.7465725977612814
5,-5.071381837320958,0.793274656397798
6,-5.152891946256612,0.7230438076043747
7,-5.259111029611403,0.6698564133083672
8,-5.6887122340066965,0.7679717946414446
9,-5.2322822065193675,0.6019482327737115
10,-5.837303769384873,0.5540035127526043
11,-5.866030607862345,0.567959862090956
12,-5.522341381686249,0.5373916163067317
13,-5.400228183870657,0.4949800621492763
14,-5.408443413952762,0.46299286330715733
