主题数,困惑度,一致性
2,-4.671157285800347,0.551934021852234
3,-4.806263966743763,0.1896835479178467
4,-4.813646755768702,0.4415720352494876
5,-5.094697494690235,0.34230410739797235
6,-5.0410079735976,0.44343059146312086
7,-5.072763534692617,0.46859821815330127
8,-4.967811011351072,0.4740495214207011
9,-5.298697040631221,0.44419109002903007
10,-5.085364854335785,0.44081189772100393
11,-5.329002706821148,0.44830002995530677
12,-5.541092464557061,0.44483015109616014
13,-5.235282935545995,0.4416215002060958
14,-5.492449803535755,0.4351833689492605
