主题数,困惑度,一致性
2,-7.089336724966699,0.5041245820106266
3,-7.179379776066235,0.5170795085817352
4,-7.251976946313514,0.5545637760808266
5,-7.288544561878483,0.5259710580403517
6,-7.344355947767626,0.5132683394744076
7,-7.339467009627931,0.47846702551213605
8,-7.399043230713493,0.5092064219698825
9,-7.462633559058146,0.5129855132271435
10,-7.486570558627389,0.5164169898492077
11,-7.475175575878549,0.4952353573094699
12,-7.522962847194492,0.45232155833078225
13,-7.499629817390511,0.4759410765120004
14,-7.594689023270286,0.46250498782594907
