主题数,困惑度,一致性
2,-6.594311644989814,0.4781626950432824
3,-6.6598041639384995,0.5147127858859303
4,-6.731329979016328,0.5225973737161502
5,-6.814860294777084,0.45470130285611454
6,-6.739166250029408,0.46538317119901174
7,-6.848816532141975,0.426100467820769
8,-6.821016448823262,0.42546617049855545
9,-6.8933061620945315,0.4563101659827125
10,-6.944224119740495,0.4156228212757188
11,-6.936356702965411,0.40519496659374993
12,-6.9684751535633485,0.35763520403867627
13,-7.009921888352074,0.3494831933096351
14,-7.076346940095048,0.3431706652148109
