主题数,困惑度,一致性
2,-6.660755261031244,0.5195708110748369
3,-6.663079949267931,0.4410313679985376
4,-6.743071629254304,0.3967030316568996
5,-6.906577110174723,0.47878281352907753
6,-6.885501807058068,0.43424697623261094
7,-7.002912544434082,0.46694590751346965
8,-6.892738888843405,0.5656965364909932
9,-6.862976018302843,0.43717341719287023
10,-6.977310591563673,0.4955079417785561
11,-7.045956462557769,0.39402362515443645
12,-6.9040512692570335,0.38162622196342805
13,-7.022119374999671,0.4000163574707201
14,-7.095067285542502,0.5329346163460065
