主题数,困惑度,一致性
2,-7.320229371262949,0.4854932174452343
3,-7.395781890547288,0.44699696838324937
4,-7.452291139413023,0.4109923869723682
5,-7.589971267140472,0.4428581483348011
6,-7.628935716038239,0.44880450445838066
7,-7.656824151554105,0.4447997286660228
8,-7.706053404358849,0.4329493846875423
9,-7.682596666318561,0.4079494896064602
10,-7.713707165992084,0.47282623121485523
11,-7.8648548801154785,0.4213772541174159
12,-7.719431045584286,0.3768418510083911
13,-7.8751724215805226,0.456314555948834
14,-7.9009785248975755,0.41010263880585235
