主题数,困惑度,一致性
2,-6.167100215618534,0.45669920478875264
3,-6.297421502997507,0.4410264405346836
4,-6.200444074483377,0.45924104648894226
5,-6.363785396511979,0.455561877681403
6,-6.304740930437694,0.29247234731135746
7,-6.407820567271452,0.24828397943592312
8,-6.418406722844516,0.5111328328807878
9,-6.400444493870693,0.27952060690403246
10,-6.40668523971958,0.2874773184774961
11,-6.528595709765965,0.340764872052253
12,-6.360219207692772,0.395957991551846
13,-6.54199388075848,0.4258985766549395
14,-6.519577222558569,0.4414931334714967
