主题数,困惑度,一致性
2,-6.538377370146632,0.555265924768348
3,-6.65447236552676,0.48159956406771326
4,-6.605392314522076,0.42016098612403646
5,-6.7212031426753045,0.42208293495740035
6,-6.797234924961821,0.45073831884874577
7,-6.83978333516101,0.3926867383449534
8,-6.859320649611055,0.487221282717871
9,-7.021436801670528,0.5119462359583254
10,-6.8222550137164335,0.4983064498391293
11,-6.972434250468579,0.4865329191471219
12,-6.958335664708877,0.5210515722658898
13,-6.820950860392693,0.5094835159921705
14,-7.091890579470685,0.5414546405104729
