主题数,困惑度,一致性
2,-7.35645327662863,0.31643992639761576
3,-7.394488627789549,0.3813092470004315
4,-7.4554106761993735,0.4649519443054355
5,-7.503759616572596,0.383551779333615
6,-7.536511066345965,0.37421030938396704
7,-7.565560354787337,0.3783009089738297
8,-7.595746265225711,0.43201397827076893
9,-7.627714285566874,0.4519167812847125
10,-7.632026041038547,0.43514769636275136
11,-7.672492838971502,0.402200233176157
12,-7.702746166657425,0.41066007229816526
13,-7.724239355952624,0.42357169288650315
14,-7.782122909900551,0.40544532233592967
