主题数,困惑度,一致性
2,-6.735474040365683,0.3962539716760319
3,-6.860019943383368,0.42246279726522346
4,-6.951172783638814,0.43182753251053624
5,-7.044851726065028,0.4150257519521639
6,-7.105087008225875,0.4093431618208531
7,-7.166093465204592,0.4162099399455506
8,-7.204992186200126,0.39182735766753185
9,-7.2571204478845734,0.3851455385653175
10,-7.31662507437434,0.38684680990498227
11,-7.3312560257313715,0.3625433357922952
12,-7.427277133325303,0.3773199982214743
13,-7.498439115901863,0.37569968947460947
14,-7.4512059576576934,0.36298398644258195
15,-7.484451200931948,0.3595380987281063
16,-7.53307627983676,0.35793359599225283
17,-7.592025495742381,0.3645629864084783
18,-7.581025308166161,0.37090972043731196
19,-7.663663613991572,0.36480203214238455
20,-7.6565152190181935,0.36141785013783406
