screen_name,location,created_time,text
是慧慧呀91,广东 佛山,Thu Oct 26 22:26:06  2023,难道就不能提前一天放假，提前一天上班吗？非要安排除夕上班，咋了，一年里的最后一天也不放过压榨劳动力是吗？
LYH88398,上海,Thu Oct 26 21:37:30  2023,派来抢春节的间谍吧？
白开水不加糖家的迷妹子,北京,Thu Oct 26 11:59:44  2023,不是我说多放一天是能怎么样？损失能有恒大和碧桂园丢的多？
像猪一样的毛毛,山东 淄博,Thu Oct 26 10:38:09  2023,呵
-捏捏小狗脸-,广东,Thu Oct 26 09:57:33  2023,调休何时取消
无灵魂流浪者,北京,Thu Oct 26 09:52:24  2023,除夕下班赶高铁，然后初一早上到家，初一的公交车啥的也不然呀，咋办，从县城腿回去？
泰合酒行,吉林 白山,Thu Oct 26 09:15:17  2023,黄金尼玛啊
2020嘿嘿HEIHEI,其他,Thu Oct 26 07:49:31  2023,我还得谢谢你喽[摊手]
兔儿酸,江苏,Thu Oct 26 06:59:59  2023,应该过了正月十五在上班，每年回一次，往返要三天，总共陪父母还有访亲朋好友也就五天  太紧了
有猫的孙小姐,河北 唐山,Thu Oct 26 04:21:13  2023,我回家高速要走8个小时，除夕下班就上车走，也要初一早上到家。为什么有春节假期？不就是因为中国文化重视家庭，一年到头，都盼望着过团圆年，我要的不适后面多休几天，是能在团圆的时候，和家人一起坐在餐桌旁，吃着饭，看着春晚，笑笑聊聊
可爱小candy的jerry,上海 虹口区,Wed Oct 25 23:57:52  2023,春节是否是重要节日呢？既然重要，那放假周期延长也无可厚非，比起世界上的假期组合来讲，我们的假期可怜至极啊[允悲]
LL今年也要好好工作嗷,四川,Wed Oct 25 23:41:36  2023,呸
Secret皓,其他,Wed Oct 25 23:29:28  2023,巴黎公社导火索
哎呀zijing的微博,江西 宜春,Wed Oct 25 23:07:50  2023,妈的，年夜饭都不让吃了
比奇堡菠萝蜜爱好者,重庆,Wed Oct 25 22:57:43  2023,就怪无语的[可爱]
爬起来跑,安徽 池州,Wed Oct 25 22:57:43  2023,是不是以后春节也不过了[苦涩]，是不是有什么分子想申请咱们的春节[苦涩][苦涩][苦涩]
帥爆的荷包蛋_,其他,Wed Oct 25 22:55:47  2023,那就别怪我过洋节[可爱]
嘴硬又臭,贵州 贵阳,Wed Oct 25 22:54:41  2023,我的建议是取消周末，365天不休息[doge]
一点闲时,山东 淄博,Wed Oct 25 22:37:57  2023,哪个专家[开学季]我想认识一下[怒骂]
猫鱼薄荷03268,其他,Wed Oct 25 22:21:35  2023,大家一起在办公室包饺子啊
不想起微博名称的归期,河南,Wed Oct 25 22:21:12  2023,从哪里算出来的9
奶茶加冰要半糖,上海 浦东新区,Wed Oct 25 22:02:13  2023,为什么都想休息？多工作一天多赚一天钱不香吗[费解]
无法拒绝好看的脸,其他,Wed Oct 25 21:44:07  2023,越活越回去了
六安小峰,安徽 六安,Wed Oct 25 21:39:40  2023,以后传统节日都给韩国吧！反正也不重视，放个假调了调去的不说，搞到人，身心疲惫
路易斯丝儿,上海 浦东新区,Wed Oct 25 21:35:25  2023,春节卒于2023
PretendCole,福建 泉州,Wed Oct 25 21:29:42  2023,公务员没意见就行
何_夜,内蒙古,Wed Oct 25 21:15:13  2023,过年难道不是从除夕早晨吃接年饭，贴对联开始的吗？上午炖鱼，下午准备年夜饭。
KoCoti_,其他,Wed Oct 25 21:08:44  2023,神经啊
口红被我吃了,重庆 璧山区,Wed Oct 25 21:08:34  2023,遥遥领先
青檬柠血柚花,其他,Wed Oct 25 21:06:04  2023,我们那都是中午过年，九点多就开始准备做饭十一点就开始放鞭炮吃饭了，晚上都是随便吃吃，你说我们怎么办[允悲]，又不是所有的地方都是吃年夜饭的，这不就是想让我们请假吗
幼稚或理智,其他,Wed Oct 25 21:04:26  2023,笑话
momo萤火之森,广东 广州,Wed Oct 25 21:02:22  2023,赶紧毁灭吧我累了
奈奈鲨,北京,Wed Oct 25 20:59:05  2023,专家老家怕不是在美国吧[doge]只过圣诞节
是Mia_呀,广东 广州,Wed Oct 25 20:57:14  2023,有没有uu告诉我，排假的是那个机关，我想投诉
守望猹的闰土,浙江 绍兴,Wed Oct 25 20:27:09  2023,过年对于中国人是多重要的事情啊，结果来一个除夕不放假[摊手]现在年味越来越淡了，我真的好担心最后我们的春节会被小棒子偷了，就像我们的端午一样
二手创可贴,北京,Wed Oct 25 20:26:13  2023,我突然这么深刻的理解了朝三暮四这个成语
舌头反了,广西 柳州,Wed Oct 25 20:25:03  2023,哈哈哈哈哈喜欢下班的有福了，除夕也可以下班[挤眼]//@xuzhenngggg:离婚冷静期//@锦鲤六宝:四大发明：调休、公摊、996、灵活就业 [doge]
魔仙堡种香菜,其他,Wed Oct 25 20:21:40  2023,建议把春节给韩国毕竟我们不过[微笑]
知足cv,其他,Wed Oct 25 20:09:20  2023,各大酒店肯定很热闹，大家都没时间做年夜饭，经济一片大好啊[doge]
蓝莓总攻,其他,Wed Oct 25 20:08:56  2023,建议听取民意
在那不遥远的地平线,江苏 宿迁,Wed Oct 25 20:05:30  2023,建议取消调休[泪][泪]
incloud60,其他,Wed Oct 25 19:59:40  2023,都什么乱七八糟的安排
忍不住的开心,四川,Wed Oct 25 19:58:18  2023,传统文化的传承真的做的不太好，除夕都不重要了[鼓掌]
忍不住的开心,四川,Wed Oct 25 19:56:52  2023,这是打年假的主意呢  逼着大家请年假
围剿黑熊精,辽宁 沈阳,Wed Oct 25 19:56:36  2023,我让孩子出国 不在这了 建设什么呢 爱什么呢 爱我们了嘛
忍不住的开心,四川,Wed Oct 25 19:56:01  2023,期待一下春晚收视率吧 预订春晚热搜“除夕堵路上看春晚？”
媳妇让我多喝水,新疆,Wed Oct 25 19:50:20  2023,不调休
以葵代菊,广东,Wed Oct 25 19:43:43  2023,一群16点下班步行就能到家的家伙，为全国人民制定了这个假期，它们甚至觉得连休8天假人民肯定得夸它。
旺旺坚果墙,北京 石景山区,Wed Oct 25 19:32:13  2023,衮
皮卡丘烦死了,广东 深圳,Wed Oct 25 19:27:27  2023,我决定，按照国家的安排放假回家[doge]，但是怎么消费按我的个人意愿。这个春节，会尽量少花钱的，毕竟我最想花钱买年货的时间压没了，那么这个假期，我也不想花钱为拉动经济做贡献了
枇杷呢,其他,Wed Oct 25 19:25:37  2023,厉害了，事实上达成也好意思说出口，也不害臊
yr梓梓,其他,Wed Oct 25 19:15:10  2023,前面都是筛选评论
正能量心情-,天津,Wed Oct 25 19:10:33  2023,所以就算跟单位请了假，除夕高速也不免费 对吧！[doge][doge][doge][doge]
聪颖的小花,其他,Wed Oct 25 19:08:59  2023,除夕都不放假  还过什么年
纬德要吃鱼,四川 绵阳,Wed Oct 25 19:08:33  2023,妈的，除夕不放，晚上吃预制菜吗？
Berber1993-,四川 成都,Wed Oct 25 19:02:25  2023,休假就休假，非要调休…额…
闪闪闪闪的闪闪,黑龙江 哈尔滨,Wed Oct 25 19:02:02  2023,怎么没想过有多少企业是不给员工年假的
逃跑计划19,河南 焦作,Wed Oct 25 18:59:49  2023,无所谓了，反正我们单休没有劳动法[打call][打call][打call]每年初四都上班了都
张同学水瓶座,广东 东莞,Wed Oct 25 18:52:33  2023,明明可以放假，非要消耗人家的年假，明明知道年假制度不普遍，非要把压力分摊到打工者身上
资本家马云,其他,Wed Oct 25 18:51:28  2023,这就开始试探人民的底线了[doge]
summer_121212,湖北,Wed Oct 25 18:50:33  2023,夏天的大棉袄 真是体贴呢
小猴子要好好看书哟,江苏 南京,Wed Oct 25 18:38:59  2023,以后别过年了
raragaier,四川 成都,Wed Oct 25 18:27:16  2023,遥遥领先！！！！！
RadishloveCabbage,四川 成都,Wed Oct 25 18:18:21  2023,不想放可以不放    都是自己调休出来了
失了智的鐵憨憨,其他,Wed Oct 25 18:11:43  2023,初一放不合理呀，要充分利用带薪年假不是得初五开始放假吗？反正只要有带薪年假至少也是五天。[doge]
阿柴好可爱,其他,Wed Oct 25 18:10:31  2023,无所谓，生育率会给出答案[doge]
阿盗夫洗发水,其他,Wed Oct 25 18:00:23  2023,啊米诺斯
不孤独的根号X,其他,Wed Oct 25 17:52:07  2023,qnnd
YuQingSong2020,安徽,Wed Oct 25 17:50:00  2023,专家说我单位放九天，你们想放九天要请假。 专家回家走路几分钟，你想提前回家，还要再多请一天假赶火车。 专家放九天一分钱不少，你想多放就靠扣工资。
城南城男,四川,Tue Dec 26 16:25:15  2023,劳动人民不仅仅是创造GDP的工具，幸福感应该成为制定假期的重要参考。
Lllokiy,广东,Wed Oct 25 10:28:06  2023,蛮好笑的，一生调休的中国人
WO沃沃,重庆 九龙坡区,Mon Dec 25 09:52:02  2023,我们对超级的定义随着生活水平的提高极大的放宽了[赞][赞][赞]
佛系夜猫儿,河北,Fri Dec 22 15:02:59  2023,就除夕一天放了不行，不放是公司会倒闭，经济会下退，国家会亡吗，真的是本来春节除夕就是团圆的节日，这么弄晦气
好想到你的世界爱你,江苏 苏州,Tue Dec 19 09:12:59  2023,再调整下去，不该丢的丢光了。但有些国家会把除夕列为他们的法定节假日，并且声称这是他们的传统。严重怀疑里面有剑蝶。
_赴_月,其他,Mon Dec 18 16:03:43  2023,看着吧，早晚有一天变成高层放假底层没假，真牛
深情的_vengo,四川 凉山,Sun Dec 17 23:43:18  2023,提出这个政策的应该是敌特，试图淡化我国传统文化
执天志,其他,Sun Dec 17 11:07:49  2023,这个除夕啊，是姓资的除夕，我们不能过，不要被美国的特务分子给欺骗了[允悲][允悲][允悲]
圣诞快乐-Lawrence,其他,Sat Dec 16 13:55:10  2023,韩国除夕都放假，这下不好意思了
我可爱你了1798,四川,Sat Dec 16 13:12:34  2023,有没有考虑过人在外地一年就盼着过年回家跟人团聚吃年夜饭的人怎么办 一个人除夕要吃泡面吗
今天练腿199106,其他,Sat Dec 16 09:10:40  2023,原本公假就少的可怜，看似放假实则调休，假前假后连着上班上学，载看看国外的放假是真放假不存在调休，有了对比才知道[doge]
zz月落星沉,其他,Sat Dec 16 00:49:40  2023,我只能说，水能载舟，亦能覆舟
小夕颜156,广东,Fri Dec 15 16:24:20  2023,让人生气，除夕休假，你以为你是大老板想休假休假，啧照专家这样讲，公司大家除夕休假，🉐老板说还赚什么钱
君士坦丁伯,四川,Fri Dec 15 09:38:16  2023,带上脑子没，国家大事岂敢儿戏真是什么品种的人都能当官啊
梦想珈唯一,其他,Thu Dec 14 19:02:23  2023,现在的春节过不过感觉一个样了，没有年味了[苦涩]
杰瑞本瑞夫斯基,北京,Wed Dec 13 09:42:43  2023,？
杰瑞本瑞夫斯基,北京,Wed Dec 13 09:40:03  2023,创新？镰刀的创新，资本的创新，官僚的创新，不为人民服务的创新，三座大山的创新……
千里有个人,广东 惠州,Thu Nov 23 23:23:10  2023,建议除夕放假到年十五，恢复放🎆
小张熬夜不秃头z,新疆,Wed Nov 08 12:27:46  2023,究竟是谁在淡化我们中华民族的传统文化？
羽禾爱喝百香果,甘肃,Wed Nov 08 10:46:48  2023,把除夕，过年都省了吧，别整那些冠冕堂皇的，过年过年，除夕不放假过的什么好？
莫莉不想打败拖延症啦,其他,Wed Nov 08 08:29:16  2023,我真是不理解现在做决定都不听从民意乱拍脑了嘛[二哈][二哈][二哈][拜拜]
幽幽玉不眠,其他,Mon Nov 06 14:24:16  2023,欢乐祥和🙃
wy不理包子,黑龙江 哈尔滨,Mon Nov 06 10:56:20  2023,消费？我想给你削废[开学季]
_vincente,海外 英国,Sun Nov 05 12:59:25  2023,因为发音啊。
饭圈狗狗biss,吉林 白城,Sun Nov 05 12:15:41  2023,生活在这个国家真的幸福！今生后悔入华夏，来世不做中国人。[打call]
言佑子,浙江,Sun Nov 05 00:45:15  2023,高层多少资本家啊，就盯着那点钱狂啃
Kryi--,其他,Sat Nov 04 23:08:57  2023,真是的一边倡导要保住我们自己的节日不要过洋节，可是现在坚守传承的人都没有了，何谈保住？要不以后年轻人都过洋节吧，开放的很，大家都开开心心的
七尾纹,广西 玉林,Fri Nov 03 22:51:28  2023,有大病，不是每个公司每个员工都有年休假的
喊一个美丽的名字,湖北,Fri Nov 03 21:11:10  2023,慌什么？
三次元的起名废,湖北,Fri Nov 03 09:24:09  2023,不行，越想越气
许念语xy,其他,Fri Nov 03 01:56:18  2023,那英：玛德最烦装逼的人
三月鸟match,广东 惠州,Thu Nov 02 21:58:42  2023,民众的意见你们是真的不听啊
清水夕夏,内蒙古,Thu Nov 02 11:53:52  2023,春晚别播了，不放假怎么看，对吧
感谢日韩及东亚各国继承发扬除夕,山西 临汾,Thu Nov 02 03:28:18  2023,Happy new year's eve 大晦日おめでとう 섣달 그믐을 즐겁게 보내세요 Joyeux Nouvel An Frohe Silvester! Счастливая новогодняя ночь Feliz Nochevieja สุขสันต์วันปีใหม่ Buon capodanno. Feliz Ano Novo Chúc mừng đêm giao thừa 除夕快樂
凉笄,广东,Thu Nov 02 01:57:12  2023,还“黄金周”[怒]你们这些不费体力的风凉话还真是ex，要不直接把千年的古今文明推翻丢弃，要不就按着祖宗的规矩来，要不就是人民起义大讨伐，自己没那个能力执行就不要对我们这些打工人灌上些没用的鸡汤和指手画脚，真正有问题的不去管，反而是去拿捏我们这些好欺负的，真今人发指
雪里晶莹1980,其他,Wed Nov 01 21:35:12  2023,建议提前休假就是想当然嘛！专家表现出来的就是不接地气
白日梦想家X1123,其他,Wed Nov 01 18:39:57  2023,真的不怪那些有能力出国的人不回来，这样搞谁愿意回来啊[摊手]
Butterum_,海外,Wed Nov 01 14:12:05  2023,I人真的很不喜欢坐在中间，多亏去哪儿给我抢了靠窗的座位。
子酥君bila,其他,Wed Nov 01 10:31:45  2023,我的评价是逆天
Meng_帅呆,广西 贵港,Wed Nov 01 10:25:48  2023,民声明明是不调休，却只听砖家胡说八道。以前的专家为国效力，代表人民群众发声，现在的砖家不知道是初心变了还是富裕了，看不到民声，只看到他想看到的话，只发对他有利的声
山南水北002,上海,Wed Nov 01 09:11:59  2023,建议专家不要建议，建议除夕不放假的专家得深入调查，怕不是间谍吧？
山南水北002,上海,Wed Nov 01 09:06:51  2023,是间谍提出的吗？是想让我们的除夕传统文化也被偷走吗？
战神刑天05093,其他,Wed Nov 01 08:42:30  2023,我宣布，去哪儿正式成为我的新宠软件，买票便宜又方便，超爱
遗落奶酪199209,其他,Wed Nov 01 01:46:15  2023,去哪儿帮我买到票了，和我的敌咪贵咪出去旅游了
若余思归,其他,Wed Nov 01 01:15:58  2023,那些评论区屏蔽了大部分，留下的只有他们想看见的那些赞同的话，真是可笑至极
枍姬,湖南,Wed Nov 01 00:03:45  2023,许愿我生活在小说世界里，天降一个直播系统，除夕当天直播所有和调休放假安排有关的政府机构人员的地理位置，如果都是在办公楼工作或者外地出差我就认了，如果不是，就由国运系统抓到外星去探险，去给人民夺资源，同时直播出来做春晚节目，观众中有一半以上满意了就放回来，保佑保佑[doge][doge]
多吃梨子身体好,四川,Tue Oct 31 23:01:27  2023,哪个出生专家想的这个啊？
曾经逝去de繁华Quasi,其他,Tue Oct 31 15:58:44  2023,转发微博 http://t.cn/A6WXKCq4
费德尔啊,其他,Tue Oct 31 15:11:31  2023,“那么，我们就再也见不到父母了吗？原本还期待着能在过年的时候见到许久不见的亲人的...”很没用，但是就是想说，很幼稚，但是不幼稚一下我心里难受
魂伏_日落星沉,其他,Tue Oct 31 14:53:00  2023,戴斌？我看是戴便[笑cry]
小居同学ju,安徽 六安,Tue Oct 31 11:28:55  2023,感觉脑子不好
孰与执手,上海 浦东新区,Tue Oct 31 07:29:14  2023,要嘛除夕增加为法定假日。
比克大魔王log,其他,Mon Oct 30 23:40:47  2023,国家兴亡匹夫有责，国家富强匹夫有份吗
张小仙1984,黑龙江 哈尔滨,Mon Oct 30 23:33:09  2023,想知道这个专家是从哪个基层起来的
张小仙1984,黑龙江 哈尔滨,Mon Oct 30 23:32:23  2023,凭啥用自己年假啊？你说的算啊，老子就要除夕上班
我是你的小岛屿_,吉林 通化,Mon Oct 30 17:09:39  2023,哪个专家定的？出来跟大家交流交流呗？
你是小妹吗,安徽 蚌埠,Mon Oct 30 13:21:47  2023,去哪儿帮我买到票了，和我的敌咪贵咪出去旅游了
天天爱陆陆,江苏 南京,Mon Oct 30 12:32:09  2023,这周去扬州东玩，在去哪儿抢到了票，还给我优惠了5元
洛克56476,其他,Mon Oct 30 11:44:35  2023,要和去哪儿谈莲艾！真给我抢到票了！
_逆战于海,其他,Mon Oct 30 10:12:12  2023,去哪儿你真会啊，过年连休8天，你就给我发100元的权益大礼包！我去下单了。在去哪儿艾批批输49，12，57，就能领到手啦！
当1只咸鱼,浙江 杭州,Mon Oct 30 10:10:45  2023,去哪儿给我免费换座，爱鼠！给大家接好运~
yangying365,其他,Sun Oct 29 23:29:32  2023,胡说不消费，不纳税
傻傻分不清1029,山东 威海,Sun Oct 29 18:12:56  2023,我宣布，去哪儿正式成为我的新宠软件，买票便宜又方便，超爱
月亮他一直倒映在水中,其他,Sun Oct 29 12:21:22  2023,最想润出国的一集
至冬北港,其他,Sun Oct 29 10:50:15  2023,工人爷爷：服务员，把你们老板叫来
杰瑞嗨起来,其他,Sun Oct 29 08:02:04  2023,谢谢没有家的专家，让大家的心理更不健康，让结婚率，出生率更加低，
齐愿江南漫雪,其他,Sun Oct 29 07:02:54  2023,？ᵀᵐ除夕不放假搞什么呢？看见了吗，看见这吃人的中式了吗，别开玩笑了，就这样吧，让人们一点一点崩溃吧，让中国止步于咱们伟大的中式，放什么假啊，别放了，假惺惺的施舍个我们一些假期作用在哪？
ILMB_Lauv,其他,Sun Oct 29 06:41:35  2023,烙鐵除夕是人家韓國的[疑问]
橋本凜花-,北京,Sun Oct 29 04:40:16  2023,去哪儿帮我买到票了，和我的敌咪贵咪出去旅游了
kiki0806,上海 杨浦区,Sun Oct 29 04:24:24  2023,怎么形成9天的？国家放几天心里没数吗？我们单位不放假，国家鼓励也没用。
啊啊叫的阿飞啊,其他,Sat Oct 28 23:57:10  2023,遥遥领先[打call][打call]
希尔瓦娜斯的小伙伴,河南,Sat Oct 28 23:51:37  2023,但凡有点人性都不会发这种公告，先是说就业难是脱不下长衫，转头就疯狂调休，搞得除夕夜都回不了家，我不知道这个社会怎么了
heathen596,其他,Sat Oct 28 22:52:16  2023,鲁迅先生笔下的“吃人”，表现的淋漓尽致。不过再也不会有鲁迅先生了
关山万里路拔剑起长歌bian,天津 和平区,Sat Oct 28 20:21:30  2023,建议专家不休假
孤舟风雪安志,其他,Sat Oct 28 18:46:20  2023,别tm在哪叫最长假期了，你多放了?说来说去不还是压榨我们
knight-53880,北京,Sat Oct 28 18:00:20  2023,韩国人除夕都放假，我国不放假，难不成除夕是韩国的？？？
-别让谁去改变你,其他,Sat Oct 28 10:01:20  2023,我宣布，去哪儿正式成为我的新宠软件，买票便宜又方便，超爱
1307-0327,北京,Sat Oct 28 09:04:02  2023,在北京周边玩了一圈，本来不想去的，但我看去哪儿上的票实在太便宜了，没忍住。
mgmcnv,其他,Sat Oct 28 08:07:42  2023,我国制定节假日安排的是全国假日旅游部际协调会议办公室的跨部门机构，办公地点在国家旅游局，主任和副主任由旅游局局长，副局长担任…[吃瓜]
九岁孤独成瘾,其他,Sat Oct 28 03:53:19  2023,没有年的中国，还是那个有着五千多年历史的文明古国吗？还是炎黄的子孙吗？，有点怀疑了……年对留守儿童，对儿女在外的父母父母，对异地打工的儿女，意味着什么？，庄家误国误民，，建议严查这些提出的，通过的砖家
白山8,其他,Sat Oct 28 03:15:47  2023,这是在淹没传统文化
退伍杠精屮,其他,Sat Oct 28 01:55:21  2023,专家除夕也上班吗，他们可不可以直播上班啊，我怕他们摸鱼不遵守政策
谨行999,黑龙江,Sat Oct 28 01:33:56  2023,咳咳咳[doge]不买房是吧，不买房这年你也别过了[doge]
Charlie在逃老婆,广东 广州,Sat Oct 28 01:06:50  2023,你们真的有把人民当人吗？[悲伤][悲伤]我每天睡得比狗晚放假也不让我放[悲伤][悲伤]
love_puppy_,其他,Sat Oct 28 00:44:02  2023,[微笑][微笑][微笑]
澄程晨M,其他,Sat Oct 28 00:16:40  2023,不是吧不是吧 单押也算押？ 专家也有家？ 除夕不放假！ 专家没爸妈？
星辰62317,其他,Fri Oct 27 23:47:29  2023,所谓中华传统文化就是这么一个个被这些所谓的专家要么埋没要么送送于他国
DOU_慕北,北京,Fri Oct 27 23:03:13  2023,全取消呗 还放什么假啊[太开心]
江姜冮,其他,Fri Oct 27 22:22:06  2023,致春节能过就过，不能过就把春节给韩国申遗去
蕉太狼的冬天,福建,Fri Oct 27 19:12:30  2023,真离谱 全世界就只有中国调休[哆啦A夢害怕]
理性主义幻想家,其他,Fri Oct 27 19:07:32  2023,专家可闭嘴吧
in帝阿伦,陕西 宝鸡,Fri Oct 27 17:28:32  2023,老板平安夜圣诞节我想请个假，我给耶稣烧点纸去
青敛紫巅,北京,Fri Oct 27 13:17:51  2023,文章尽诉太平事，不肯俯首念苍生
代号不详,北京 丰台区,Fri Oct 27 13:16:20  2023,但凡和人沾边的事是一点都不干
今天又是尴尬的一天呢,上海 杨浦区,Fri Oct 27 11:47:11  2023,6，除夕不公休，要用自己的假期，全勤还没有了，还得扣工资......[允悲]
吃个大西瓜啊a,湖北,Fri Oct 27 10:31:29  2023,"""是有点搞笑，但是你得服从""出自拦截特斯拉上高架的交警 近些年所有匪夷所思的事情都可以用这句话概括。"
雪糕-化了,山东 济宁,Fri Oct 27 10:01:41  2023,学生放假了，家长还上班，这。。。。。。。。。。。难道年夜饭让一个三岁小朋友做吗，爷爷奶奶又在
万里晴空2004,北京,Fri Oct 27 09:49:04  2023,要是把那帮领导还有专家的家庭住址爆出来，我估计会有炸弹送到那里给他们过年除夕都不用回家的。[doge]
最美不过少年蓝93735,其他,Fri Oct 27 08:59:36  2023,那个专家
风吹一夜满关山66,其他,Fri Oct 27 08:06:50  2023,[怒]
奔跑的大大妖怪,四川,Fri Oct 27 08:00:46  2023,以前别人老说我们没“人权”，那个时候总觉得是别人蓄意抹黑，步入社会以后现越来越明白，这似乎不是污蔑啊
惟命不与常,其他,Fri Oct 27 07:30:22  2023,建议专家不要建议。一个一周工作时间只有几小时的专家就不要建议安排放假时间了。除夕当天放假也是人能想出来的决策，有没有考虑过外地员工的感受。不要说就地过年这种鬼话。中国人讲究的孝道和人气，在外奔波了一年，家里只有父母过年，除夕之夜，桌一张，人一二，碗筷四五副，你让家里老人怎么想。
真迷茫阿,其他,Fri Oct 27 07:24:40  2023,真是越来越放屁，你怎么不说死了全年休息呢
zjhzjcn,浙江,Fri Oct 27 03:38:26  2023,应在延迟退休年龄的同时，积极增加“长假”，把“小长假”改为“大长假”，退休年龄每延迟一年，法定假日可增加一两天，取消“三倍工资”，允许调休。休假是在日常工作中获得幸福感的重要途径之一。然而，在底层劳动者中，普遍落实带薪假或探亲假还不现实。中外文化不同，中国不必刻意追求和国际同步。
鲥鱼789,其他,Fri Oct 27 02:25:14  2023,打工人是驴吗
白小狐妖,山东,Fri Oct 27 02:21:13  2023,[微笑]今年这个国庆，中秋总共给给我们放了四天假，还不让连着休，下一个周天还被吃掉了，放不放假不说，周天必须上班儿，这就是调休
剁椒鱼拌饭,其他,Fri Oct 27 01:54:35  2023,除夕不放假的话，留守儿童怎么办啊[抱抱]最重要的除夕夜，新的一年爸妈却不在身边，你让那些孩子期盼了一年的心怎么办，除夕才放假，那些孩子会贴春联会买年货吗会做除夕饭吗，让大家都喘口气吧，我们国家发展那么多年，一定要坚持听人民的心声，为什么不走到基层去看看呢，哪怕全国发民意调查问卷也行
晚霞sweet,其他,Fri Oct 27 01:54:04  2023,一直让我们弘扬中国传统文化，文化都没了，还怎么弘扬呢？[疑问]
努力写文的李清池,其他,Fri Oct 27 01:20:52  2023,背井离乡之比亚迪政策与年夜饭禁止令
Archislands,上海 宝山区,Fri Oct 27 00:24:30  2023,全世界无产阶级联合起来抵制消费主义
口袋精灵猫,四川,Fri Oct 27 00:22:54  2023,你怎么说的出来啊
独此一白,湖北,Fri Oct 27 00:19:16  2023,一定是觉得反正除了自己以外的人过得怎么样都无所谓了是吧
山人502_856,黑龙江,Thu Oct 26 23:53:24  2023,不买房不生孩是吧，都别放假了[doge]
红鱼儿Ooo鱼儿OooOoo,黑龙江 哈尔滨,Thu Oct 26 23:24:44  2023,请好好放假吧！！！不要调休！！！！！
有只猫叫bata,北京,Thu Oct 26 23:23:28  2023,建议废除除夕[二哈]
钮见,辽宁 沈阳,Thu Oct 26 22:59:29  2023,公司：想除夕休息就得用其他周末补回来[微笑]
se凌乱的心跳,广东 湛江,Thu Oct 26 22:36:13  2023,是呀 谁打扫屋子 谁买年货 谁备年菜  谁贴对联 怎么守岁 放鞭炮  这些都要一家人提前聚一起做才有味道呀 是谁在温水煮青蛙 想要淡化我们的民族凝聚力和传统[快哭了]
你曾以为绿维珑是平的,北京,Thu Oct 26 21:53:22  2023,双休落实了吗就搁这年假了[吃惊]实在闲得慌能不能找个996的班上别折腾9菜们了？
拖拉夫斯机的憨粑粑,河北 石家庄,Thu Oct 26 21:44:43  2023,@韩国驻华大使馆 除夕，速来取
我比谁都努力,其他,Thu Oct 26 21:39:25  2023,[抱抱]
若HHHHH,广东 广州,Thu Oct 26 20:21:28  2023,人民代表没有代表人民的典型，怎么想的才会除夕不放假？中国人民心里最重要的节日……挺离谱的就
水南华哥,安徽,Thu Oct 26 19:58:52  2023,春节9天假，超级黄金周。预期欢乐祥和，期待吉祥喜庆。
浅色鱼,四川 成都,Thu Oct 26 19:58:37  2023,专家，呵呵
兔子叫喵喵Miao,西藏 林芝,Thu Oct 26 19:50:40  2023,申论真是没白学呢，果然是万里挑一的会办事儿。就这么破的放假安排，硬生生给说成是对我们的恩赐呢~是不是要我们在除夕工位上对高高在上阖家团圆的领导们，跪恩呀
浅夏淡过花开时51350,其他,Thu Oct 26 19:49:58  2023,这福气给你要不要呀[裂开]
阿南兰度,海外 美国,Thu Oct 26 19:49:49  2023,搞笑
兔子叫喵喵Miao,西藏 林芝,Thu Oct 26 19:46:12  2023,毁灭吧，我累了！
小萝卜睡了吗,广东,Thu Oct 26 19:17:46  2023,建议大家错峰过年
Love7383yYo,河南 鹤壁,Thu Oct 26 19:02:49  2023,[允悲]
拶和198706,其他,Thu Oct 26 18:16:24  2023,我一看评论区，还以为中国有五个亿公务员。
八二年的老套路,黑龙江 牡丹江,Thu Oct 26 18:16:07  2023,我怎么看？我看你牛魔酬宾[太开心][太开心][太开心]
寻找曾今那一束光,天津,Thu Oct 26 16:43:03  2023,满佩服的。哪个当老板的能有良心，无奸不成商，你猜这句话怎么来的[doge]怎么回家年夜饭是能自己蹦出来吗，房间自己自动就干了，你猜除夕这个节日是怎么来的，中国为数不多的传统都要快没了。问为嘛不结婚，问为啥不这样，内样，连一些基本权利都没有被保证到位，公司不是从各个方面跟员工耍心眼
小孩肾结石v施工计划,湖南,Thu Oct 26 16:37:24  2023,其实我建议大家不要吃一日三餐，这样吃饭太碎片化了，不能衔接，形成很多“单蹦”。我建议大家三日吃一餐，把餐集中起来吃，这样吃饭总量不变，还避免了吃饭碎片化。错峰吃饭还避免了饭点的拥挤，这样更具有灵活性，还能让你一次吃饱，吃爽，促进消费，一举多得。[doge]
FCty2000,其他,Thu Oct 26 16:34:08  2023,对不起，并不会，专家又预测错了
一休医学,吉林 通化,Thu Oct 26 16:21:58  2023,goupibutong
啊灬对对对,广东 广州,Thu Oct 26 16:09:09  2023,[疑问]除夕不放假的，你在讲什么。我除夕不放假我都没有心情出去玩
林木_槲寄生,其他,Thu Oct 26 16:01:38  2023,我们都是被安排的，还不是你想怎样就怎样？“超级黄金周”？你想想就可以了。[doge]
彬仔今天也要努力啊,江苏 南通,Thu Oct 26 15:24:34  2023,我们见证着中国最大的传统节日一步步走向衰亡……
