word,counts
除夕,114
放假,92
专家,64
nan,43
春节,39
调休,37
上班,34
中国,32
消费,31
建议,27
假期,25
回家,24
过年,24
韩国,22
超级,21
年夜饭,19
黄金周,19
真的,18
休息,16
国家,16
节日,16
鼓励,15
安排,15
春晚,14
休假,13
传统,13
创新,12
路上,12
工作,11
时间,11
文化,11
不用,9
旅游,9
取消,9
公司,9
企业,9
一年,9
下班,9
反正,9
老板,9
申遗,8
传统节日,8
单位,8
请假,8
提前,8
孩子,8
周末,7
当天,7
吃饭,7
经济,7
法定,7
初一,7
九天,7
一点,6
欢乐祥和,6
家人,6
带薪,6
员工,6
高速,6
不想,6
落实,6
领先,6
工资,6
父母,6
团圆,6
越来越,6
除夕夜,6
在外,5
感觉,5
黄金,5
尼玛,5
节假日,5
事实上,5
工人,5
本来,5
外地,5
年货,5
政策,5
历史,4
幸福感,4
劳动,4
为啥,4
全国,4
制定,4
间谍,4
支持,4
家里,4
群众,4
评论,4
农历,4
离谱,4
双休,4
天假,4
回去,4
领导,4
底层,4
发展,4
错峰,4
晚上,4
免费,4
