主题数,困惑度,一致性
2,-7.712595785592285,0.22988090850770504
3,-7.852001301719908,0.2664582472300324
4,-7.9594396222373485,0.2563528433801908
5,-8.114224038511201,0.24143761066282332
6,-8.232448713510927,0.2427198392607548
7,-8.336177736768665,0.2543554582859101
8,-8.47133848351719,0.2651209483701763
9,-8.59133182334892,0.26267702487745437
10,-8.740421252591977,0.25786741526940365
11,-8.823709895454733,0.27849827505973646
12,-8.961382285462028,0.25554702866613055
13,-9.025835509046185,0.2753876525728412
14,-9.12041673292794,0.253093317028158
15,-9.248934379657797,0.27760540366472536
