主题数,困惑度,一致性
2,-6.513140941608757,0.32783176325236424
3,-6.629934028768468,0.36187151755062036
4,-6.709467531100031,0.40009386870868074
5,-6.788506949323098,0.44390964690077855
6,-6.860003075968626,0.4000830764158581
7,-6.885482576577311,0.44654337246573095
8,-6.968902128131366,0.4579194646127506
9,-6.994841511284868,0.43920961192282115
10,-7.036318833080746,0.4420283323998711
11,-7.0541024982808045,0.47831020830076554
12,-7.0781881642039695,0.47725315789860456
13,-7.18750818601718,0.4902101906167676
14,-7.1418621221336505,0.4748089616163357
15,-7.2413726703389765,0.4841947631585178
