word1,word2,weight
工作,上班,24
问题,不敢,24
状态,不能,24
事情,经历,24
结果,能力,24
事情,人生,24
没有,今年,24
没有,关系,24
没有,严重,24
事情,担心,24
事情,经常,24
没有,领导,24
事情,解决,24
现在,未来,24
不能,能力,24
不能,不想,24
觉得,想要,24
别人,担心,24
觉得,无法,24
觉得,家里,24
大学,工作,24
别人,经历,24
无法,现在,24
家庭,生活,24
学校,工作,24
朋友,结果,24
以后,现在,24
改变,工作,24
选择,生活,24
焦虑,未来,24
焦虑,办法,24
问题,经历,24
问题,面对,24
一直,压力,24
问题,总是,24
问题,经常,24
问题,环境,24
一直,状态,24
一直,能力,24
身边,事情,24
压力,比较,24
压力,朋友,24
身边,现在,24
身边,工作,24
压力,选择,24
感觉,担心,24
自己,专业,24
自己,有时候,24
自己,上班,24
感觉,家里,24
感觉,学习,24
自己,怎么办,24
没有,内心,23
自己,失去,23
选择,不能,23
现在,有时候,23
别人,人生,23
生活,不敢,23
别人,想要,23
担心,不能,23
别人,感到,23
同学,工作,23
身边,别人,23
自己,领导,23
同学,现在,23
没有,怎么办,23
问题,人生,23
一直,家里,23
自己,在家,23
工作,如何,23
事情,环境,23
觉得,面对,23
觉得,影响,23
问题,父母,23
孩子,需要,23
希望,喜欢,23
觉得,家庭,23
感觉,改变,23
现在,老师,23
觉得,如何,23
现在,在家,23
需要,结果,23
焦虑,解决,23
觉得,改变,23
工作,老师,23
一直,未来,23
觉得,父母,23
感觉,无法,23
现在,一年,23
别人,情绪,23
事情,办法,23
焦虑,想要,23
事情,未来,23
孩子,选择,23
生活,办法,23
现在,怎么办,23
学校,问题,23
总是,不能,23
生活,如何,23
每天,朋友,23
焦虑,公司,23
没有,妈妈,23
自己,失败,23
朋友,总是,22
希望,办法,22
工作,严重,22
焦虑,经常,22
不能,未来,22
别人,无法,22
成绩,觉得,22
现在,面对,22
希望,不想,22
工作,在家,22
事情,改变,22
一直,父母,22
事情,如何,22
工作,关系,22
希望,能力,22
感觉,人生,22
焦虑,严重,22
家里,朋友,22
感觉,经常,22
一直,经历,22
一直,学习,22
需要,朋友,22
不能,父母,22
压力,状态,22
一直,不敢,22
孩子,比较,22
一直,害怕,22
家里,生活,22
感觉,身体,22
觉得,未来,22
一直,总是,22
状态,朋友,22
感觉,不敢,22
别人,改变,22
焦虑,不敢,22
焦虑,感到,22
一直,每天,22
事情,害怕,22
孩子,不想,22
不能,面对,22
觉得,有点,22
问题,影响,22
感觉,状态,22
一直,经常,22
事情,想要,22
感觉,如何,22
生活,严重,22
没有,不行,22
感觉,影响,22
现在,如何,22
没有,晚上,22
自己,决定,22
生活,解决,22
事情,身体,22
一直,不想,22
别人,如何,21
每天,总是,21
问题,如何,21
问题,办法,21
压力,每天,21
觉得,严重,21
每天,结果,21
孩子,家里,21
焦虑,身边,21
感觉,身边,21
没有,回家,21
希望,朋友,21
需要,每天,21
朋友,害怕,21
焦虑,不想,21
需要,喜欢,21
问题,感到,21
别人,说话,21
身体,不能,21
一直,情绪,21
需要,解决,21
没有,疫情,21
朋友,能力,21
希望,父母,21
焦虑,改变,21
问题,未来,21
希望,经历,21
自己,心情,21
工作,面试,21
压力,面对,21
工作,不行,21
需要,能力,21
问题,情绪,21
学习,能力,21
社会,工作,21
希望,比较,21
学习,不能,21
社会,没有,21
每天,能力,21
状态,总是,21
一直,选择,21
现在,感到,21
自己,吃饭,21
失败,没有,21
感觉,有点,21
感觉,办法,21
感觉,比较,21
希望,选择,21
成绩,现在,21
现在,上班,21
想要,朋友,21
毕业,觉得,21
成绩,问题,21
一直,最近,21
觉得,说话,21
感觉,情绪,21
不能,办法,21
事情,父母,21
自己,准备,21
感觉,害怕,21
自己,回家,20
觉得,内心,20
身边,朋友,20
别人,办法,20
问题,想要,20
别人,环境,20
一直,想要,20
没有,决定,20
总是,不想,20
一直,改变,20
孩子,压力,20
希望,解决,20
成功,没有,20
不能,影响,20
一直,人生,20
工作,有时候,20
社会,问题,20
家庭,问题,20
事情,不敢,20
孩子,学习,20
工作,感到,20
结果,总是,20
成绩,别人,20
不敢,不能,20
感觉,经历,20
大学,不能,20
身边,问题,20
结果,解决,20
别人,未来,20
压力,学习,20
没有,学生,20
感觉,说话,20
焦虑,领导,20
朋友,情绪,20
自己,学生,20
自己,抑郁,20
家里,父母,20
没有,紧张,20
比较,父母,20
经常,不能,20
学校,不能,20
别人,公司,20
焦虑,身体,20
不敢,朋友,20
学习,不想,20
一直,学校,20
孩子,结果,20
孩子,经常,20
选择,比较,20
别人,身体,20
结果,不想,20
压力,情绪,20
觉得,办法,20
一直,比较,20
焦虑,家里,20
不能,害怕,20
压力,能力,20
环境,不能,20
需要,学习,20
大学,问题,20
学习,状态,20
自己,工资,20
觉得,环境,20
感觉,学校,20
喜欢,不能,20
事情,最近,20
状态,不想,20
需要,人生,20
不能,解决,20
现在,疫情,20
现在,解决,20
大学,觉得,20
事情,家里,20
没有,失去,20
希望,结果,20
别人,影响,20
希望,家里,20
希望,压力,20
喜欢,学习,20
自己,同事,20
喜欢,选择,20
现在,影响,20
工作,有点,20
家里,问题,20
工作,工资,20
现在,说话,20
能力,不想,20
没有,面试,20
无法,不能,20
同学,觉得,19
想要,结果,19
一直,面对,19
事情,公司,19
学习,朋友,19
生活,内心,19
一直,无法,19
状态,能力,19
焦虑,最近,19
觉得,最近,19
结果,比较,19
专业,工作,19
希望,学习,19
状态,面对,19
选择,父母,19
觉得,解决,19
一直,影响,19
希望,每天,19
觉得,感到,19
人生,不能,19
喜欢,每天,19
压力,环境,19
压力,喜欢,19
需要,家庭,19
社会,不能,19
别人,面对,19
需要,不敢,19
没有,抑郁,19
焦虑,有点,19
生活,在家,19
觉得,身体,19
感觉,同学,19
朋友,办法,19
状态,未来,19
结果,办法,19
希望,情绪,19
选择,不想,19
感觉,一年,19
无法,结果,19
焦虑,疫情,19
自己,烦躁,19
改变,朋友,19
问题,身体,19
别人,学校,19
成功,觉得,19
自己,表现,19
工作,说话,19
工作,紧张,19
事情,感到,19
不能,经历,19
别人,家庭,19
状态,结果,19
压力,不想,19
自己,城市,19
孩子,状态,19
无法,选择,19
状态,情绪,19
工作,怎么办,19
选择,朋友,19
喜欢,比较,19
工作,同事,19
现在,地方,19
喜欢,不想,19
没有,目前,19
事情,家庭,19
焦虑,地方,19
感觉,有时候,19
自己,面试,19
生活,害怕,19
朋友,影响,19
孩子,家庭,19
情绪,结果,19
选择,每天,19
朋友,父母,19
结果,经常,19
焦虑,大学,19
感觉,父母,19
一直,有点,19
需要,经常,19
别人,有时候,19
焦虑,害怕,19
生活,公司,19
最近,生活,18
压力,办法,18
一直,担心,18
现在,面试,18
压力,有点,18
大学,喜欢,18
状态,办法,18
现在,同事,18
每天,状态,18
不能,如何,18
现在,心情,18
现在,关系,18
焦虑,老师,18
觉得,失去,18
现在,抑郁,18
状态,比较,18
失败,工作,18
不能,地方,18
压力,担心,18
现在,妈妈,18
喜欢,结果,18
别人,严重,18
现在,目前,18
喜欢,父母,18
焦虑,在家,18
能力,未来,18
学习,经常,18
希望,环境,18
经常,比较,18
成绩,喜欢,18
以后,生活,18
无法,能力,18
觉得,公司,18
觉得,学校,18
希望,无法,18
希望,改变,18
感觉,家庭,18
环境,每天,18
孩子,妈妈,18
希望,人生,18
感到,不能,18
希望,想要,18
别人,决定,18
需要,环境,18
家里,喜欢,18
自己,疫情,18
无法,感到,18
选择,状态,18
家里,不能,18
无法,每天,18
结果,经历,18
感觉,想要,18
感觉,面对,18
感觉,未来,18
自己,晚上,18
自己,睡觉,18
自己,困难,18
专业,现在,18
选择,能力,18
孩子,以后,18
选择,结果,18
无法,需要,18
孩子,每天,18
身边,不能,18
孩子,经历,18
家里,压力,18
工作,决定,18
孩子,能力,18
一直,老师,18
焦虑,毕业,18
没有,考试,18
朋友,比较,18
社会,觉得,18
需要,影响,18
没有,工资,18
社会,压力,18
问题,公司,18
没有,同事,18
没有,准备,18
自己,今年,18
家庭,父母,18
焦虑,成功,18
学校,学习,18
不敢,能力,18
孩子,朋友,18
工作,内心,18
需要,办法,18
希望,未来,18
环境,生活,18
环境,状态,18
能力,父母,18
一直,公司,18
别人,家里,18
希望,面对,18
工作,心情,18
没有,专业,18
工作,失去,18
需要,面对,18
问题,改变,18
想要,不能,17
改变,每天,17
想要,能力,17
选择,面对,17
身边,喜欢,17
最近,朋友,17
孩子,身体,17
成绩,需要,17
状态,影响,17
觉得,老师,17
现在,领导,17
问题,地方,17
改变,不能,17
问题,有时候,17
觉得,心情,17
觉得,失败,17
问题,严重,17
学习,人生,17
问题,害怕,17
不敢,影响,17
成功,别人,17
一直,说话,17
感到,朋友,17
不能,关系,17
环境,朋友,17
孩子,不敢,17
问题,有点,17
环境,面对,17
觉得,以后,17
孩子,人生,17
觉得,有时候,17
问题,关系,17
生活,地方,17
成绩,一直,17
焦虑,社会,17
担心,影响,17
希望,不敢,17
担心,父母,17
需要,学校,17
不想,经历,17
毕业,不能,17
需要,状态,17
家里,需要,17
希望,总是,17
经常,经历,17
需要,担心,17
别人,大学,17
工作,今年,17
别人,失败,17
需要,经历,17
最近,问题,17
需要,父母,17
希望,老师,17
工作,地方,17
没有,房子,17
别人,最近,17
没有,医院,17
社会,现在,17
没有,失眠,17
生活,妈妈,17
别人,紧张,17
不想,办法,17
人生,能力,17
无法,比较,17
自己,失眠,17
能力,面对,17
自己,考试,17
结果,未来,17
自己,缓解,17
事情,严重,17
情绪,比较,17
情绪,不想,17
感觉,解决,17
感觉,关系,17
感觉,失去,17
事情,说话,17
无法,如何,17
自己,家人,17
事情,以后,17
家里,结果,17
希望,成功,17
无法,总是,17
希望,大学,17
感觉,以后,17
能力,经历,17
希望,家庭,17
焦虑,同学,17
想要,不想,17
喜欢,经常,17
焦虑,紧张,17
没有,困难,17
喜欢,不敢,17
别人,失去,17
没有,睡觉,17
喜欢,经历,17
状态,经常,17
一直,身边,17
总是,害怕,17
朋友,经常,17
总是,比较,17
每天,情绪,17
现在,严重,17
压力,人生,17
总是,能力,17
总是,面对,17
每天,人生,17
焦虑,内心,17
生活,失去,17
压力,经常,17
喜欢,想要,17
朋友,有点,17
焦虑,专业,17
喜欢,人生,17
焦虑,今年,17
别人,父母,17
别人,老师,17
同学,问题,17
学校,喜欢,17
别人,解决,17
成功,现在,17
没有,吃饭,17
同学,别人,17
焦虑,学校,17
成功,工作,17
焦虑,家庭,17
经常,面对,16
办法,经历,16
孩子,学校,16
无法,压力,16
事情,有时候,16
孩子,最近,16
家里,能力,16
成功,事情,16
情绪,总是,16
同学,选择,16
事情,失去,16
失败,现在,16
经常,总是,16
选择,影响,16
事情,老师,16
孩子,办法,16
成功,生活,16
选择,关系,16
事情,决定,16
专业,压力,16
想要,经历,16
专业,问题,16
家里,办法,16
经常,能力,16
不能,领导,16
最近,不能,16
情绪,办法,16
喜欢,办法,16
情绪,面对,16
严重,影响,16
无法,面对,16
无法,状态,16
选择,人生,16
没有,心情,16
成绩,生活,16
需要,比较,16
社会,别人,16
想要,如何,16
担心,如何,16
觉得,地方,16
需要,严重,16
学校,压力,16
同学,喜欢,16
家庭,不能,16
家庭,比较,16
没有,城市,16
没有,难以,16
朋友,经历,16
朋友,关系,16
问题,说话,16
办法,影响,16
朋友,未来,16
需要,情绪,16
觉得,怎么办,16
经常,不想,16
身体,担心,16
选择,环境,16
无法,经常,16
身体,结果,16
学习,担心,16
压力,老师,16
压力,父母,16
朋友,公司,16
不想,比较,16
总是,如何,16
家里,一年,16
压力,总是,16
孩子,无法,16
孩子,身边,16
没有,表现,16
担心,办法,16
结果,影响,16
能力,解决,16
生活,决定,16
大学,学习,16
别人,一年,16
大学,选择,16
生活,困难,16
生活,说话,16
有时候,生活,16
大学,生活,16
别人,以后,16
不敢,结果,16
自己,怀疑,16
工作,回家,16
自己,稳定,16
工作,烦躁,16
工作,疫情,16
大学,有点,16
面对,如何,16
希望,有点,16
希望,如何,16
工作,表现,16
公司,不想,16
环境,能力,16
希望,经常,16
一直,在家,16
一直,解决,16
希望,状态,16
现在,晚上,16
一直,感到,16
生活,失眠,16
状态,经历,16
现在,失去,16
别人,有点,16
别人,同事,16
焦虑,面试,16
一直,同学,16
成绩,感觉,16
一直,毕业,16
焦虑,工资,16
一直,大学,16
每天,领导,16
每天,不想,16
每天,比较,16
大学,学校,16
觉得,妈妈,16
一直,环境,16
生活,上班,16
现在,回家,16
每天,上班,16
别人,领导,16
现在,准备,16
生活,有点,16
成绩,事情,16
现在,困难,16
焦虑,以后,16
公司,经历,16
现在,今年,16
毕业,问题,16
以后,每天,16
感觉,决定,16
成绩,学习,16
自己,长期,16
感觉,内心,16
自己,压抑,16
自己,担忧,16
感觉,公司,16
感觉,紧张,16
感觉,感到,16
自己,下班,16
感觉,严重,16
同学,大学,15
情绪,经历,15
焦虑,失败,15
生活,怎么办,15
同学,学习,15
感觉,地方,15
父母,害怕,15
结果,如何,15
情绪,如何,15
孩子,总是,15
家里,不想,15
孩子,如何,15
别人,回家,15
没有,缓解,15
情绪,父母,15
生活,疫情,15
每天,解决,15
比较,地方,15
结果,面对,15
比较,办法,15
希望,毕业,15
每天,办法,15
感觉,困难,15
自己,难过,15
感觉,不行,15
状态,有点,15
别人,关系,15
状态,公司,15
身体,能力,15
压力,影响,15
压力,解决,15
别人,内心,15
事情,内心,15
状态,想要,15
结果,父母,15
别人,地方,15
压力,领导,15
朋友,担心,15
状态,不敢,15
焦虑,烦躁,15
孩子,担心,15
压力,身体,15
能力,比较,15
焦虑,同事,15
压力,感到,15
每天,想要,15
焦虑,目前,15
压力,最近,15
焦虑,怎么办,15
情绪,未来,15
感觉,毕业,15
别人,抑郁,15
抑郁,工作,15
毕业,需要,15
需要,未来,15
孩子,在家,15
不想,失去,15
同学,老师,15
经常,未来,15
人生,经历,15
需要,感到,15
需要,想要,15
自己,安排,15
毕业,喜欢,15
希望,担心,15
人生,朋友,15
家里,学习,15
人生,情绪,15
人生,结果,15
希望,妈妈,15
人生,经常,15
孩子,未来,15
希望,说话,15
家里,选择,15
不想,有点,15
毕业,选择,15
无法,解决,15
感觉,学生,15
家里,每天,15
希望,同学,15
希望,学校,15
家里,不敢,15
毕业,学校,15
需要,不想,15
没有,完成,15
经历,父母,15
感觉,大学,15
别人,妈妈,15
感觉,环境,15
社会,生活,15
毕业,别人,15
自己,完成,15
生活,睡觉,15
生活,紧张,15
经历,影响,15
无法,喜欢,15
自己,照顾,15
无法,学习,15
工作,晚上,15
经历,严重,15
没有,家人,15
能力,影响,15
工作,准备,15
事情,心情,15
学生,工作,15
学生,现在,15
学生,问题,15
工作,目前,15
没有,长期,15
担心,能力,15
需要,关系,15
工作,家人,15
喜欢,状态,15
决定,不想,15
觉得,睡觉,15
每天,内心,15
未来,比较,15
问题,怎么办,15
觉得,领导,15
选择,经常,15
选择,总是,15
不能,公司,15
改变,结果,15
一直,疫情,15
问题,老师,15
成绩,选择,15
成绩,孩子,15
不能,吃饭,15
改变,情绪,15
孩子,失去,15
学习,说话,15
成功,问题,15
学习,比较,15
面对,影响,15
一直,一年,15
环境,影响,15
不能,老师,15
成绩,学校,15
觉得,关系,15
面对,解决,15
改变,未来,15
选择,感到,15
喜欢,影响,15
现在,决定,15
觉得,决定,15
觉得,抑郁,15
一直,以后,15
孩子,大学,15
最近,学习,15
不能,内心,15
问题,领导,15
觉得,表现,15
学习,环境,15
不敢,害怕,15
孩子,解决,15
喜欢,说话,15
身边,每天,15
觉得,紧张,15
一直,如何,15
大学,比较,15
说话,朋友,15
身边,人生,15
问题,失去,15
状态,解决,15
觉得,困难,15
身边,需要,15
选择,经历,15
感到,如何,15
最近,不想,15
现在,睡觉,15
觉得,不行,15
成绩,压力,15
一直,决定,15
大学,压力,15
不能,有点,15
成绩,焦虑,15
觉得,上班,15
现在,不行,15
感觉,专业,14
问题,在家,14
无法,不想,14
希望,一年,14
不能,在家,14
希望,最近,14
人生,比较,14
不敢,解决,14
身边,办法,14
面对,经历,14
人生,未来,14
不敢,严重,14
成功,不能,14
担心,害怕,14
不想,害怕,14
能力,严重,14
工作,长期,14
工作,下班,14
环境,经历,14
问题,紧张,14
面对,比较,14
问题,妈妈,14
工作,稳定,14
需要,总是,14
环境,比较,14
面对,办法,14
领导,能力,14
问题,不行,14
没有,怀疑,14
成绩,人生,14
问题,困难,14
经常,老师,14
大学,老师,14
身边,父母,14
家里,家庭,14
不想,父母,14
不敢,办法,14
希望,社会,14
需要,最近,14
不敢,经历,14
希望,感到,14
担心,经历,14
一直,关系,14
问题,内心,14
问题,决定,14
事情,学校,14
无法,情绪,14
改变,状态,14
选择,办法,14
自己,负面,14
孩子,关系,14
孩子,害怕,14
事情,怎么办,14
自己,陷入,14
怎么办,能力,14
家里,妈妈,14
结果,公司,14
孩子,有点,14
情绪,影响,14
感觉,晚上,14
事情,关系,14
事情,困难,14
自己,烦恼,14
想要,老师,14
改变,环境,14
事情,失眠,14
身边,不敢,14
想要,情绪,14
能力,如何,14
事情,地方,14
选择,老师,14
选择,解决,14
结果,在家,14
事情,有点,14
事情,上班,14
难过,没有,14
结果,害怕,14
能力,有点,14
选择,情绪,14
孩子,一年,14
毕业,压力,14
希望,身边,14
说话,结果,14
事情,大学,14
感到,总是,14
事情,失败,14
说话,不能,14
身边,未来,14
感到,担心,14
人生,父母,14
工作,收入,14
在家,父母,14
觉得,吃饭,14
能力,内心,14
说话,害怕,14
自己,医院,14
紧张,感到,14
紧张,情绪,14
选择,不敢,14
觉得,一年,14
经历,解决,14
自己,目前,14
身边,经常,14
身边,结果,14
感觉,心情,14
想要,感到,14
情绪,能力,14
需要,老师,14
同学,比较,14
状态,父母,14
每天,未来,14
生活,老师,14
焦虑,缓解,14
身体,影响,14
比较,有点,14
每天,如何,14
身体,父母,14
每天,面对,14
最近,状态,14
现在,失眠,14
喜欢,解决,14
解决,影响,14
成绩,希望,14
焦虑,决定,14
每天,身体,14
每天,经历,14
学校,比较,14
焦虑,学生,14
学校,生活,14
社会,感到,14
同学,学校,14
学习,选择,14
妈妈,父母,14
焦虑,一年,14
别人,困难,14
生活,同事,14
每天,在家,14
害怕,影响,14
别人,吃饭,14
朋友,地方,14
焦虑,不行,14
每天,老师,14
别人,怎么办,14
比较,经历,14
未来,经历,14
压力,不敢,14
喜欢,担心,14
状态,身体,14
压力,经历,14
现在,房子,14
焦虑,关系,14
别人,表现,14
压力,害怕,14
社会,如何,14
每天,不敢,14
喜欢,身体,14
状态,如何,14
现在,稳定,14
喜欢,以后,14
喜欢,环境,14
状态,老师,14
状态,感到,14
身体,比较,14
喜欢,总是,14
焦虑,上班,14
现在,内心,14
喜欢,能力,14
压力,公司,14
比较,解决,14
喜欢,未来,14
现在,工资,14
生活,心情,14
压力,结果,14
成功,经历,14
大学,家里,14
喜欢,在家,14
大学,需要,14
压力,想要,14
别人,睡觉,14
同学,事情,14
别人,晚上,14
希望,影响,14
家庭,结果,14
工作,考试,14
家庭,朋友,14
社会,环境,14
没有,收入,14
家庭,选择,14
学习,办法,14
不敢,经常,14
工作,担忧,14
困难,不能,14
工作,吃饭,14
学习,老师,14
学习,解决,14
感到,影响,14
大学,朋友,14
觉得,在家,14
社会,需要,14
没有,烦躁,14
希望,失去,14
没有,下班,14
希望,害怕,14
希望,关系,14
不敢,总是,14
需要,失去,14
需要,害怕,14
工作,城市,14
工作,失眠,14
问题,一年,14
社会,每天,14
社会,选择,14
说话,不想,14
学习,结果,14
感觉,失败,14
没有,去年,14
办法,父母,14
一直,身体,14
学习,每天,14
现在,紧张,14
学习,情绪,14
一直,领导,14
成绩,大学,14
大学,环境,14
学习,总是,14
家庭,不想,14
生活,回家,14
失败,经历,13
未来,办法,13
没有,陷入,13
未来,不想,13
别人,专业,13
成绩,老师,13
总是,内心,13
孩子,面对,13
能力,办法,13
总是,关系,13
失败,压力,13
总是,经历,13
没有,压抑,13
家里,状态,13
别人,在家,13
经常,如何,13
失败,结果,13
没有,稳定,13
失败,生活,13
家里,老师,13
失败,朋友,13
觉得,下班,13
不能,工资,13
结果,今年,13
不能,准备,13
父母,今年,13
怎么办,办法,13
孩子,情绪,13
不能,决定,13
大学,学生,13
家里,怎么办,13
不能,严重,13
毕业,大学,13
毕业,生活,13
孩子,感到,13
毕业,朋友,13
经常,影响,13
公司,办法,13
孩子,回家,13
社会,担心,13
觉得,同事,13
觉得,专业,13
社会,能力,13
别人,失眠,13
