word,counts
喜欢,163
真的,153
感觉,103
朋友,97
事情,74
计划,44
确实,41
讨厌,41
工作,39
改变,36
利己主义,35
老师,34
情绪,34
东西,33
特别,31
一点,29
建议,29
分析,29
情感,29
人格,28
视频,28
理解,27
那种,27
相处,27
我会,24
尝试,24
生活,23
接受,23
精致,23
逻辑,22
有时候,22
做事,22
感受,22
不想,21
解决,21
方式,20
时间,20
有人,20
社交,20
性格,19
安慰,19
符合,18
不到,18
同理,18
共情,17
希望,17
独处,17
有没有,17
事物,17
标准,16
测试,16
身上,16
能力,16
细节,16
两个,16
领导,16
安全感,16
完美主义,15
发现,15
这件,15
每次,15
好像,15
评论,15
努力,15
关系,15
麻烦,14
情况,14
规划,14
不好,14
迟到,14
敏感,14
真实,14
导致,14
感情,14
几年,13
一种,13
想法,13
控制,13
痛苦,13
世界,13
害怕,13
本来,13
内心,13
摆烂,13
地方,12
舒服,12
影响,12
第一,12
自我,12
经验,12
有个,12
对象,12
冷漠,12
反复,12
反思,12
注重,11
是因为,11
方法,11
状态,11
焦虑,11
