所属主题,文章数量,特征词,主题强度
Topic0,393,贡菜、第一次、不好、东西、一袋、一包、坏果、一点、打开、第二次、一半、果肉、品质、购买、客服、质量、回购、味道、本来、那种,0.16107
Topic1,319,一点、直播间、客服、难吃、好吃、味道、不好、包装、商家、颜色、一包、每包、东西、果壳、贡菜、解决、生产日期、南瓜、真的、新鲜,0.13074
Topic2,315,直播间、收到、品质、坏果、开口、好多、东西、客服、发黄、满意、不好、味道、特别、很小、一点、打开、个头、包装、色素、牌子,0.1291
Topic3,184,客服、直播间、收到、一分货、缺斤少两、描述、皮厚、情况、黄色、不好、一袋、商家、垃圾、相符、一分钱、敷衍、真的、主播、东西、直播,0.07541
Topic4,267,不好、口感、直播间、打开、退货、主播、发霉、商家、客服、块钱、收到、真的、好吃、品质、一点、红薯、黄色、难闻、良心、发黄,0.10943
Topic5,439,好吃、一点、直播间、果子、真的、质量、一包、购买、客服、不好、垃圾、发黄、东西、购物、建议、商家、品质、坏果、特别、这家,0.17992
Topic6,254,果子、收到、质量、三包、好多、袋子、打开、商家、太小、直播间、味道、主播、好评、展示、一点、她家、客服、上当、不好、东西,0.1041
Topic7,269,好吃、一点、真的、客服、很小、直播间、购买、发黄、第一次、收到、果肉、南瓜、发霉、样子、第二次、菜叶、难吃、完整、打开、不理,0.11025
