classifier,accuracy_score,precision_score,recall_score,f1_score
decision_tree,0.22308259587020648,0.2179909245418501,0.1790908713498141,0.21651830957473767
kneighborsclassifier,0.2205014749262537,0.2282618406312946,0.17063582334685573,0.2158496629522496
