主题数,困惑度,一致性
2,-7.533939124619583,0.29627474052500447
3,-7.645935398949528,0.28529094802827104
4,-7.781573742972265,0.29268942003828946
5,-7.914815002993399,0.3295912423770336
6,-7.97083678394811,0.3144289171189152
7,-8.108751591578622,0.3030065138694823
8,-8.127045914237575,0.3091244478706163
9,-8.34109524409928,0.3085036604701927
10,-8.496363806000522,0.30015516679716636
11,-8.57210668523129,0.31096486806874074
12,-8.643221123234852,0.33333824672775597
13,-8.728880219575785,0.32571272595418266
14,-8.932593565456525,0.3075739567665113
15,-8.929999365032332,0.3285731476461747
