主题数,困惑度,一致性
2,-8.509119499319045,0.3443913067986001
3,-8.608356879384843,0.3383720245636588
4,-8.713624109994798,0.35737710241761544
5,-8.800353943912874,0.3691994146115999
6,-8.921046752240462,0.3474994060223269
7,-9.04623884532903,0.3987493392638419
8,-9.242462281666354,0.42614183168915254
9,-9.524548851858409,0.3938271187549902
10,-9.903726759240394,0.4267468117617471
11,-10.35422306267981,0.4214998355867602
12,-10.837757800663868,0.44846236824309943
13,-11.222609281864386,0.41288845432526455
14,-11.486898491567636,0.4853198189115967
