主题数,困惑度,一致性
2,-8.406237823906393,0.39016792843067927
3,-8.54009763614191,0.41298464838881205
4,-8.668751247820946,0.45455383720295317
5,-8.680396994594693,0.47057047910310185
6,-8.826644000713408,0.5008772770731714
7,-8.95966706941136,0.5377452649973904
8,-9.15005336027085,0.48685816922522335
9,-9.39282775304988,0.5165145226995586
10,-9.760370460173384,0.5072548541703485
11,-10.141683519886033,0.5171680863919517
12,-10.543119446427056,0.5186315357324279
13,-10.871082822047232,0.5415420372109282
14,-11.165823447615013,0.5540811415038426
