word,counts
不想,93
喜欢,92
好像,82
希望,74
痛苦,69
事情,62
孩子,58
世界,56
害怕,53
女儿,52
想要,51
情绪,50
告诉,50
感觉,47
离开,44
我会,44
难过,43
朋友,43
回家,38
不到,38
讨厌,38
学校,36
理解,36
接受,35
幸福,34
只能,33
大学,33
说话,33
小时候,32
小孩,32
家庭,32
伤害,32
人生,31
开心,31
办法,30
选择,30
焦虑,30
版权所有,30
回信,30
回复,29
努力,29
发现,28
时间,28
照顾,27
医院,25
变得,24
老师,23
学习,23
心疼,23
父母,23
记得,22
关心,22
安慰,21
伤心,21
失望,21
成绩,21
回来,20
视频,20
温柔,20
骄傲,20
快乐,20
手机,20
担心,20
崩溃,19
同学,19
面对,19
原因,19
不用,19
委屈,19
内心,19
地方,18
辛苦,18
自私,17
吃饭,17
感到,17
期待,17
眼泪,17
肯定,17
吵架,16
冷漠,16
看着,16
出生,16
母亲,16
想法,16
流泪,15
心情,15
关系,15
逃避,15
日子,15
分享,15
想到,15
学会,15
成长,15
活着,15
男人,15
考上,15
小猫,15
身体,14
改变,14
专业,14
